season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Rowan,Cami Morgan,Cami,Morgan,,259,Cami Morgan,0,0ROW,15,-4,,,1,3,4,3,1,0,0,2,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1.600,5,5,0,.000,4.000,5.000,-8,-9,-2,0,0,0,0,0,0,-19,.895,0,.000,,0,0,-3,0,"0,-2",0,0,-2,"2,5",0.40,2,5,"2,7",0.29,2,7,"2,-2",-1.00,2,-2,0,0,0,0,"2,0","2,6","3,4",111,0,0,0,182,0,0,0,1,-3,0,,Rowan,ROW,1154-4505,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.68569489127314,1,99
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Rowan,Mikayla Dansky,Mikayla,Dansky,,259,Mikayla Dansky,0,0ROW,61,64,,,219,63,63,36,7,5,5,27,0,1,35,17,45,3,5,3,0,0,0,0,0,0,0,0.364,95,255,48,.938,.288,.434,77,1,0,0,0,0,0,1,0,78,1.000,0,.000,,9,5,65,55,"16,78",0.21,16,78,"32,105",0.30,32,105,"20,62",0.32,20,62,"13,42",0.31,13,42,0,0,0,0,"33,92","10,15","55,117",48,0,0,0,0,0,0,0,15,61,0,,Rowan,ROW,1154-4978,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.667602242209611,2,99
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Rowan,Ava Fisher,Ava,Fisher,,259,Ava Fisher,0,0ROW,60,59,,,195,27,70,46,13,0,9,24,0,0,14,3,8,0,0,2,0,0,0,1,0,2,0,0.425,110,221,8,1.000,.359,.564,389,14,5,0,0,4,0,17,0,408,.988,4,1.000,,6,6,36,71,"28,57",0.49,28,57,"39,102",0.38,39,102,"28,62",0.45,28,62,"22,39",0.56,22,39,0,0,0,0,"9,28","12,26","68,109",13,0,0,0,1,0,0,0,17,17,0,,Rowan,ROW,1154-5191,True,7,1,1,0,0,0,0,0,0,0,8.1,12,9,11,11,1,0,0,7.56,32,44,1,1,0,0,0,0,0,2,.219,8,6,0,"1,3","0,3","0,4",0,"0,3",,,,11.269557224102002,3,99
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,William Paterson,Hailey Backo,Hailey,Backo,,787,Hailey Backo,0,0WPU,39,39,,,129,37,52,51,19,3,4,9,0,2,8,3,16,0,3,2,0,0,0,0,0,1,0,0.444,89,145,16,1.000,.403,.690,75,70,7,0,0,0,0,3,0,152,.954,0,.000,,6,7,28,39,"15,46",0.33,15,46,"37,88",0.42,37,88,"29,65",0.45,29,65,"3,11",0.27,3,11,0,0,0,0,"11,18","16,19","60,99",144,0,0,0,0,0,0,0,13,31,0,,William Paterson,WPU,1164-2734,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.860791439366048,4,98
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,TCNJ,Maya Knasiak,Maya,Knasiak,,712,Maya Knasiak,0,0TCNJ,33,30,,,88,11,29,25,9,1,5,5,0,2,17,1,2,0,2,0,0,0,0,0,0,0,0,0.379,55,97,2,1.000,.330,.625,8,19,0,0,0,20,2,0,0,27,1.000,22,.909,,0,4,10,33,"8,22",0.36,8,22,"16,52",0.31,16,52,"11,36",0.31,11,36,"-1,15",-0.07,-1,15,0,0,0,0,"5,17","7,9","25,55",66,0,0,0,33,0,0,0,5,14,0,,TCNJ,TCNJ,1163-5483,True,80,1,27,14,4,1,14,10,0,0,164.0,35,23,45,189,13,6,3,0.98,567,635,3,6,0,3,12,0,0,67,.141,188,109,0,"7,25","11,36","4,16",0,"4,25",,,,10.172517126927268,5,98
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Ramapo,Paley Sullivan,Paley,Sullivan,,564,Paley Sullivan,0,0RAMAPO,36,35,,,113,21,42,44,11,1,6,7,0,3,12,5,2,0,0,2,0,0,0,0,0,1,0,0.416,73,125,2,1.000,.372,.646,45,47,13,0,0,0,0,7,0,105,.876,0,.000,,5,6,19,37,"17,38",0.45,17,38,"31,73",0.42,31,73,"24,54",0.44,24,54,"6,19",0.32,6,19,0,0,0,0,"7,20","9,15","47,80",96,0,0,0,1,0,0,0,6,20,0,,Ramapo,RAMAPO,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.380931203858426,6,98
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Stockton,Caitlin Cetrulo,Caitlin,Cetrulo,,681,Caitlin Cetrulo,0,0STOCKTON,39,39,,,117,33,41,36,9,2,4,9,0,2,14,2,12,0,11,2,0,0,0,0,0,0,0,0.400,66,141,12,1.000,.350,.564,37,1,1,0,0,0,0,1,0,39,.974,0,.000,,8,7,28,37,"9,29",0.31,9,29,"27,66",0.41,27,66,"20,47",0.43,20,47,"2,12",0.17,2,12,0,0,0,0,"7,24","10,17","56,84",6,0,0,0,0,0,0,0,22,17,0,,Stockton,STOCKTON,1153-2231,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.376369303367614,7,97
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,TCNJ,Morgan Leonhauser,Morgan,Leonhauser,,712,Morgan Leonhauser,0,0TCNJ,47,46,,,144,23,50,25,9,1,5,10,0,7,25,7,7,0,6,1,0,0,0,0,0,0,0,0.414,76,168,7,1.000,.347,.528,53,70,21,0,0,0,0,2,0,144,.854,0,.000,,3,6,29,43,"23,57",0.40,23,57,"25,77",0.32,25,77,"17,51",0.33,17,51,"11,25",0.44,11,25,0,0,0,0,"13,31","9,14","42,88",5,0,0,0,0,0,0,0,15,29,0,,TCNJ,TCNJ,1163-5930,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254924393523323,8,97
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Kean,Samantha Raymond,Samantha,Raymond,,329,Samantha Raymond,0,0KEAN,36,35,,,86,15,27,25,7,0,5,20,0,0,23,12,0,1,3,2,0,0,0,0,0,1,0,0.435,49,111,1,.000,.314,.570,31,10,0,0,0,14,6,0,0,41,1.000,20,.700,,2,4,12,27,"10,34",0.29,10,34,"17,47",0.36,17,47,"14,33",0.42,14,33,"3,9",0.33,3,9,0,0,0,0,"9,21","8,13","31,58",12,0,0,0,0,0,0,0,6,21,0,,Kean,KEAN,1148-6724,True,92,1,16,9,6,0,12,3,0,0,90.2,47,41,35,59,15,1,4,3.17,351,399,10,4,0,0,9,0,1,10,.262,119,81,0,"3,5","3,10","2,3",0,"1,6",,,,6.8601178936532,9,97
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Rutgers-Newark,Brooke Hilton,Brooke,Hilton,,589,Brooke Hilton,0,0RUTGERS-,8,0,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,Rutgers-Newark,RUTGERS-,1161-2452,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82847953621598,10,96
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Kean,Hannah Higgins,Hannah,Higgins,,329,Hannah Higgins,0,0KEAN,1,0,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,2,0,.000,1.000,1.000,4,0,0,0,0,0,0,0,0,4,1.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,Kean,KEAN,1148-6986,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.713597536346716,11,96
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Ramapo,Kori Gargiulo,Kori,Gargiulo,,564,Kori Gargiulo,0,0RAMAPO,40,40,,,127,31,39,37,12,0,3,14,1,7,11,1,5,1,0,2,0,0,0,0,0,1,0,0.400,60,150,6,.833,.307,.472,43,0,0,0,0,0,0,0,0,43,1.000,0,.000,,5,6,23,50,"12,40",0.30,12,40,"24,76",0.32,24,76,"18,50",0.36,18,50,"5,18",0.28,5,18,0,0,0,0,"12,25","14,22","41,85",141,0,0,0,0,0,0,0,8,34,0,,Ramapo,RAMAPO,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.605257622663508,12,96
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Stockton,Emma Coldsnow,Emma,Coldsnow,,681,Emma Coldsnow,0,0STOCKTON,39,39,,,106,13,44,24,4,0,4,17,0,11,10,3,1,0,0,0,0,0,0,0,0,0,0,0.537,60,134,1,1.000,.415,.566,91,8,0,5,0,12,5,0,0,99,1.000,17,.706,,1,3,21,29,"15,36",0.42,15,36,"28,70",0.40,28,70,"18,48",0.38,18,48,"5,13",0.38,5,13,0,0,0,0,"19,27","6,15","43,78",94,0,0,0,0,0,0,0,10,29,0,,Stockton,STOCKTON,1153-2632,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.374275065454984,13,95
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Stockton,Camryn Harry,Camryn,Harry,,681,Camryn Harry,0,0STOCKTON,39,39,,,116,22,40,36,13,1,3,15,0,1,12,5,2,0,5,4,0,0,0,0,0,2,0,0.412,64,141,2,1.000,.345,.552,207,17,0,0,0,0,0,10,0,224,1.000,0,.000,,5,6,33,35,"11,34",0.32,11,34,"22,69",0.32,22,69,"19,48",0.40,19,48,"2,12",0.17,2,12,0,0,0,0,"10,19","13,23","44,83",5,0,0,0,0,0,0,0,18,23,0,,Stockton,STOCKTON,1153-2800,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2135266293933125,14,95
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Stockton,McKenna George,McKenna,George,,681,McKenna George,0,0STOCKTON,34,34,,,110,37,46,16,3,0,0,13,0,2,11,3,32,3,2,1,0,0,0,1,0,1,0,0.484,49,128,35,.914,.418,.445,44,4,2,0,0,0,0,0,0,50,.960,0,.000,,6,3,30,20,"11,34",0.32,11,34,"25,56",0.45,25,56,"18,40",0.45,18,40,"6,12",0.50,6,12,0,0,0,0,"26,43","8,12","36,62",4,0,0,0,0,0,0,0,7,25,0,,Stockton,STOCKTON,1153-2631,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.068281027098074,15,95
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,William Paterson,Brandi Shortway,Brandi,Shortway,,787,Brandi Shortway,0,0WPU,39,39,,,119,46,49,25,8,5,0,25,0,4,10,2,9,1,2,1,0,0,0,0,0,2,0,0.523,67,151,10,.900,.412,.563,65,3,0,0,0,0,0,0,0,68,1.000,0,.000,,3,8,38,22,"16,32",0.50,16,32,"28,60",0.47,28,60,"18,40",0.45,18,40,"3,11",0.27,3,11,0,0,0,0,"29,57","5,9","38,65",17,0,0,0,0,0,0,0,6,21,0,,William Paterson,WPU,1164-3057,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.938381549514176,16,94
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Ramapo,Hannah Hensler,Hannah,Hensler,,564,Hannah Hensler,0,0RAMAPO,37,37,,,108,29,40,29,17,1,2,24,0,1,16,11,0,0,0,1,0,0,0,0,0,0,0,0.485,65,134,0,.000,.370,.602,165,16,4,8,0,34,9,1,0,185,.978,43,.791,,2,5,19,31,"14,39",0.36,14,39,"26,66",0.39,26,66,"16,42",0.38,16,42,"8,18",0.44,8,18,0,0,0,0,"11,23","7,12","45,75",3,0,0,0,0,0,0,0,9,21,0,,Ramapo,RAMAPO,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.779315116763977,17,94
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Rowan,Zoey Rogers,Zoey,Rogers,,259,Zoey Rogers,0,0ROW,64,64,,,207,48,64,33,8,3,0,16,0,1,10,0,20,3,6,4,0,0,0,0,0,1,0,0.355,78,234,23,.870,.309,.377,118,136,12,0,0,0,0,13,0,266,.955,0,.000,,5,10,72,66,"15,47",0.32,15,47,"25,92",0.27,25,92,"22,75",0.29,22,75,"5,38",0.13,5,38,0,0,0,0,"17,56","12,17","59,106",63,0,0,0,0,0,0,0,36,50,0,,Rowan,ROW,1154-5198,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.776677718896185,18,94
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Montclair State,Liz Mullen,Liz,Mullen,,442,Liz Mullen,0,0MSU,41,40,,,115,25,40,27,8,1,2,9,0,2,8,3,14,2,4,5,0,0,0,0,0,0,1,0.389,56,135,16,.875,.348,.487,63,61,9,0,0,0,0,6,0,133,.932,0,.000,,4,3,22,51,"9,39",0.23,9,39,"31,75",0.41,31,75,"22,48",0.46,22,48,"3,12",0.25,3,12,0,0,0,0,"8,17","12,17","47,86",93,0,0,0,"0,1",0,0,1,19,28,0,,Montclair State,MSU,1149-14291,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.631559928291384,19,94
2026-27,softball,New Jersey Athletic Conference (NJAC),njac,Ramapo,Clay'le Correa - Vanness,Clay'le Correa -,Vanness,,564,Clay'le Correa - Vanness,0,0RAMAPO,31,29,,,91,35,39,14,1,0,0,15,0,2,13,2,24,4,4,1,0,0,0,0,0,0,0,0.514,40,113,28,.857,.429,.440,19,1,1,0,0,0,0,0,0,21,.952,0,.000,,5,4,22,15,"14,29",0.48,14,29,"21,42",0.50,21,42,"16,34",0.47,16,34,"4,9",0.44,4,9,0,0,0,0,"19,42","5,9","36,50",67,0,0,0,1,0,0,0,9,20,0,,Ramapo,RAMAPO,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.341001958924688,20,93
