conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,z_points_per_game,z_rebounds_per_game,z_assists_per_game,z_turnovers_per_game,z_field_goals_pct,z_steals_per_game,z_blocked_shots_per_game,composite_score,rank,rating
aec,Atlantic East Conference (AEC),2025-26,wbball,Immaculata,"Coleman,Carly",0,F,22,27,27,169,345,2,14,159,124,464,32,76,120,912,96,198,294,49,0,69,0,0,0.49,0.14,0.78,17.19,10.89,4.44,2.81,1.19,2.5555555555555554,2.716672569527093,3.1100394428730866,3.5788109745627463,1.0431046740632108,1.2820485766261756,3.178147494955374,2.5259158442762994,12.874987686745158,1,99
aec,Atlantic East Conference (AEC),2025-26,wbball,Centenary (NJ),"Davis,Vatijah",0,F,30,26,25,205,457,29,95,98,69,508,27,68,49,800,101,187,288,56,0,66,1,0,0.45,0.31,0.7,19.54,11.08,1.88,2.62,1.04,2.5384615384615383,3.2189907524621706,3.1830535023765343,0.9537266208293584,1.0270955669382915,1.035768137429203,2.8914156462108362,2.1303442798783947,12.294058580011633,2,94
aec,Atlantic East Conference (AEC),2025-26,wbball,Neumann,"DuPont,Emily",0,F,14,23,23,130,310,15,68,116,86,361,43,52,59,732,29,141,170,51,0,61,2,0,0.42,0.22,0.74,15.7,7.39,2.57,2.26,1.87,2.652173913043478,2.398181466304426,1.765043609914839,1.6612688880465605,1.1335909317257986,0.8510578080314734,2.348134248589606,4.319173602880135,9.87476025823604,3,91
aec,Atlantic East Conference (AEC),2025-26,wbball,Marymount (VA),"Eddleton,Chandler",0,G,23,16,10,101,183,0,3,92,66,268,3,23,36,416,35,86,121,34,0,41,0,0,0.55,0.0,0.72,16.75,7.56,2.25,1.44,0.19,2.5625,2.6226215054881843,1.8303719789442396,1.3331333438298874,1.0496083738327096,1.6514692354216347,1.110659954007917,-0.11122791837640023,9.194587752999222,4,90
aec,Atlantic East Conference (AEC),2025-26,wbball,Saint Elizabeth University,"Cobb,Ahjionae",0,G,15,25,25,159,453,40,130,93,76,434,5,21,69,871,39,119,158,60,2,75,3,0,0.35,0.31,0.82,17.36,6.32,2.76,0.84,0.2,3.0,2.7530104806330344,1.353859169553318,1.8560993674252104,1.459341459311115,0.42006703943677126,0.2051909579725343,-0.0848564807498732,8.32891859995967,5,88
aec,Atlantic East Conference (AEC),2025-26,wbball,Pratt Institute,"Jakelic,Anabela",0,F,10,20,20,102,274,5,27,68,47,256,25,29,37,660,98,160,258,66,0,70,5,0,0.37,0.19,0.69,12.8,12.9,1.85,1.45,1.25,3.5,1.778299453320713,3.882451335514823,0.9229639135590455,1.9276078427150065,0.5432072590352577,1.12575110394184,2.6841444700354615,7.897330844074721,6,87
aec,Atlantic East Conference (AEC),2025-26,wbball,Immaculata,"Grillo,Abby",0,G,30,27,27,121,282,41,119,83,65,348,20,48,63,811,59,93,152,43,0,56,0,0,0.43,0.34,0.78,12.89,5.63,2.33,1.78,0.74,2.074074074074074,1.7975371709650352,1.0887028481986918,1.4151672298840559,0.5921814900446485,0.9126279178307166,1.6237590517613008,1.3392011510825848,7.1091562798577765,7,86
aec,Atlantic East Conference (AEC),2025-26,wbball,Pratt Institute,"Grant,Kylie",0,G,13,21,21,109,343,17,62,148,98,333,1,38,41,766,47,137,184,43,1,105,1,0,0.32,0.27,0.66,15.86,8.76,1.95,1.81,0.05,5.0,2.4323818532276653,2.2915134073870673,1.0255062711267557,3.3324069929266815,0.23535671003904196,1.6690325015630696,-0.48042804514777815,6.882606304439805,8,85
aec,Atlantic East Conference (AEC),2025-26,wbball,Saint Elizabeth University,"White,Yasminah",0,G,0,18,18,87,262,12,59,53,36,222,2,38,69,666,33,61,94,27,0,45,0,0,0.33,0.2,0.68,12.33,5.22,3.83,2.11,0.11,2.5,1.6778358167336975,0.9311461934807257,2.9533025933997124,0.9910750759072231,0.29692681983828517,2.121766999580761,-0.3221994193886162,6.834260392691499,9,84
aec,Atlantic East Conference (AEC),2025-26,wbball,Marymount (VA),"Kolwey,Catie",0,F,32,26,26,118,210,0,2,110,53,289,57,30,25,849,90,168,258,59,0,85,0,0,0.56,0.0,0.48,11.12,9.92,0.96,1.15,2.19,3.269230769230769,1.4191953906266996,2.737283454881801,0.010336931206422472,1.711484896528595,1.713039345220878,0.6730166059241486,5.163059606928999,6.826238502206847,10,83
