conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Crum, Elly",0,,13,6,2,.000,20,3,3,1,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,3.5,0,0.50,0.17,0.67,0.17,0.00,0.58
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Jackson, Katelynn",0,,10,117,78,.158,778,139,262,18,9,96,0,36,41,314,0,0,606,46,266,34,8,29,5,317.5,0,2.24,0.15,2.27,0.29,0.31,2.71
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Nolte, Meghan",0,,11,122,79,.369,558,58,264,21,3,117,0,29,17,418,0,0,46,3,147,64,2,56,8,329,1,2.16,0.17,1.20,0.52,0.24,2.70
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Wheadon, Caitlyn",0,,24,7,2,.000,2,0,0,32,3,105,0,1,3,26,0,0,0,0,5,0,1,0,0,1,0,0.00,4.57,0.71,0.00,0.14,0.14
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Hasselbacher, Kylie",0,,23,109,70,.205,662,131,267,2,2,40,0,11,14,94,0,0,50,10,61,40,2,31,9,302.5,0,2.45,0.02,0.56,0.37,0.10,2.78
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Luketmeyer, Hannah",0,,15,101,8,.091,11,1,2,23,1,100,0,10,13,138,0,0,314,28,183,0,0,0,0,12,0,0.02,0.23,1.81,0.00,0.10,0.12
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Schnake, Haylie",0,,1,122,0,.098,41,1,5,111,6,454,0,36,20,444,0,0,490,37,499,0,0,0,0,41,0,0.04,0.91,4.09,0.00,0.30,0.34
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Kurtz, Charlotte",0,,18,8,0,.000,1,0,0,2,1,8,0,1,2,20,0,0,33,1,26,0,0,0,0,1,0,0.00,0.25,3.25,0.00,0.13,0.13
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Behrmann, Emma",0,,5,71,0,-.045,22,2,1,270,10,708,0,22,13,272,0,0,3,0,84,1,0,1,0,23.5,1,0.01,3.80,1.18,0.01,0.31,0.33
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Edwards, Mckenna",0,,16,15,0,.000,0,0,0,4,1,17,0,2,2,30,0,0,46,7,36,0,0,0,0,2,0,0.00,0.27,2.40,0.00,0.13,0.13
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Hart, Liv",0,,12,46,0,.217,23,1,6,98,1,289,0,6,22,124,0,0,30,3,66,1,0,1,0,12.5,0,0.13,2.13,1.43,0.02,0.13,0.27
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Kempker, Maddie",0,,26,4,0,.000,0,0,0,0,0,0,0,2,2,10,0,0,2,0,7,0,0,0,0,2,0,0.00,0.00,1.75,0.00,0.50,0.50
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Rhodes, Annika",0,,27,7,0,.143,21,4,7,1,0,7,0,0,1,9,0,0,18,2,11,2,0,1,1,8.5,0,1.00,0.14,1.57,0.29,0.00,1.21
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Rowland, Paige",0,,3,115,75,.219,740,99,261,7,4,81,0,44,44,345,0,0,362,42,192,73,3,52,21,352,0,2.27,0.06,1.67,0.63,0.38,3.06
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Sansone, Mackenzie",0,,2,102,11,.207,415,58,144,5,1,51,0,0,1,24,0,0,33,1,53,32,2,26,6,163,0,1.41,0.05,0.52,0.31,0.00,1.60
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Velcheck, Kylee",0,,17,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Wingerter, Mabry",0,,33,28,0,.135,74,13,23,1,0,10,0,7,8,51,0,0,85,8,43,2,0,1,1,31.5,0,0.82,0.04,1.54,0.07,0.25,1.13
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Zastrow, Olivia",0,,20,4,0,1.000,1,0,1,11,0,29,0,0,1,7,0,0,1,1,1,0,0,0,0,1,0,0.25,2.75,0.25,0.00,0.00,0.25
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Scheve, Elena",0,,25,5,0,.714,7,1,6,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,7.5,0,1.20,0.20,0.00,0.60,0.00,1.50
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Herzing, Kendal",0,,14,19,0,.097,62,14,20,1,1,4,0,0,0,0,0,0,14,1,3,1,1,1,0,20.5,0,1.05,0.05,0.16,0.05,0.00,1.08
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Lansaw, Elaina",0,,8,5,0,-.200,15,6,3,0,0,1,0,0,1,7,0,0,4,0,0,1,0,1,0,3.5,0,0.60,0.00,0.00,0.20,0.00,0.70
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Overtuff, Kellie",0,,34,3,0,-.333,3,0,-1,-1,-1,-1,0,2,1,16,0,0,1,0,2,2,0,2,0,2,0,-0.33,-0.33,0.67,0.67,0.67,0.67
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"VanOverschelde, Landrey",0,,6,117,77,.269,145,19,58,834,27,2100,0,68,44,580,0,0,4,0,257,3,2,3,0,127.5,0,0.50,7.13,2.20,0.03,0.58,1.09
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Hansen, Samantha",0,,7,115,70,.332,527,68,243,2,2,58,0,0,0,0,0,0,11,1,47,100,4,75,25,305.5,0,2.11,0.02,0.41,0.87,0.00,2.66
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Overturf, Kellie",0,,34,6,2,.158,19,3,6,1,1,5,0,0,1,7,0,0,0,0,3,4,0,2,2,9,0,1.00,0.17,0.50,0.67,0.00,1.50
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Lott, Laneisha",0,,8,1,0,.000,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,1.00,1.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"deJesus, Mia",0,,9,120,61,.239,427,70,172,7,1,54,0,3,19,84,0,0,9,3,28,118,8,93,25,246.5,1,1.43,0.06,0.23,0.98,0.03,2.05
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Garcia-Quilez, Blanca",0,,20,8,5,.083,12,2,3,0,0,1,0,0,4,9,0,0,3,0,4,3,1,3,0,4.5,0,0.38,0.00,0.50,0.38,0.00,0.56
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Hicks, Lainey",0,,26,119,65,.240,504,79,200,12,2,54,0,1,1,6,0,0,12,2,40,113,11,97,16,265.5,1,1.68,0.10,0.34,0.95,0.01,2.23
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Baldrige, Laney",0,,23,1,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.00,0.00,1.00,0.00,0.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Grohmann, Abby",0,,25,116,63,.162,1130,199,382,21,3,105,0,27,8,475,0,0,802,51,285,29,4,23,6,426.5,0,3.29,0.18,2.46,0.25,0.23,3.68
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Ratermann, Emma",0,,30,120,63,.206,253,35,87,1178,35,3287,0,53,54,483,0,0,11,0,255,62,5,61,1,171.5,6,0.73,9.82,2.13,0.52,0.44,1.43
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Daniels, Keri",0,,3,2,0,-.667,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Raimondi, Gianna",0,,6,9,0,.429,7,0,3,20,0,83,0,2,2,23,0,0,0,0,17,0,0,0,0,5,0,0.33,2.22,1.89,0.00,0.22,0.56
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Mcschooler, Mia",0,,7,12,2,-.049,41,8,6,2,1,4,0,2,4,27,0,0,38,4,17,1,0,1,0,8.5,0,0.50,0.17,1.42,0.08,0.17,0.71
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Mapa, Brooke-Lynn",0,,10,94,4,.250,4,0,1,13,1,35,0,21,13,341,0,0,0,0,41,0,0,0,0,22,0,0.01,0.14,0.44,0.00,0.22,0.23
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Evers, Elaina",0,,14,120,65,.137,1169,192,352,12,4,89,0,31,43,460,0,0,456,35,278,51,4,49,2,409.5,0,2.93,0.10,2.32,0.43,0.26,3.41
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Bonacorsi, Claudia",0,,21,120,0,-.125,32,4,0,84,6,345,0,62,40,416,0,0,595,33,489,0,0,0,0,62,0,0.00,0.70,4.08,0.00,0.52,0.52
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Downey, Sierrah",0,,1,5,0,.231,13,2,5,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,6,0,1.00,0.20,0.20,0.40,0.00,1.20
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Reckling, Makenna",0,,4,13,3,.114,35,8,12,0,1,4,0,0,0,0,0,0,1,0,2,4,0,4,0,14,0,0.92,0.00,0.15,0.31,0.00,1.08
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Thompson, Hannah",0,,5,3,0,.000,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,0.33,0.00,0.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Slusser, Brooklynn",0,,11,4,0,.273,22,2,8,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,8,0,2.00,0.00,1.25,0.00,0.00,2.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"LaMontagne, Katie",0,,22,6,0,.000,1,0,0,8,1,62,0,0,1,12,0,0,0,0,4,0,0,0,0,0,0,0.00,1.33,0.67,0.00,0.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Legendre, Kennedy",0,,31,116,49,.285,643,92,275,6,2,53,0,0,1,1,0,0,2,0,51,56,5,55,1,303.5,0,2.37,0.05,0.44,0.48,0.00,2.62
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Rittenhouse, Claire",0,,33,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Ruppert, Emily",0,,28,105,10,.083,12,1,2,16,1,56,0,11,11,377,0,0,273,14,243,2,0,2,0,14,0,0.02,0.15,2.31,0.02,0.10,0.13
