season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2026-27,softball,Conference of New England (CCC),ccc,Western New England University,Aubrey Gaudiosi,Aubrey,Gaudiosi,,775,Aubrey Gaudiosi,0,0WNE,2,0,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,Western New England University,WNE,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.319712254534075,1,99
2026-27,softball,Conference of New England (CCC),ccc,Endicott College,Kylyn McLaren,Kylyn,McLaren,,8981,Kylyn McLaren,0,0EC,40,39,,,113,36,47,41,11,0,8,13,0,2,18,6,5,1,3,2,0,0,0,0,0,2,0,0.477,82,133,6,.833,.416,.726,65,6,4,0,0,0,0,2,0,75,.947,0,.000,,3,2,17,32,"14,37",0.38,14,37,"31,69",0.45,31,69,"22,42",0.52,22,42,"6,8",0.75,6,8,0,0,0,0,"15,25","7,10","45,80",67,0,0,0,0,0,0,0,11,20,0,,Endicott College,EC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.308523154973622,2,99
2026-27,softball,Conference of New England (CCC),ccc,Roger Williams University,Shannon Starratt,Shannon,Starratt,,583,Shannon Starratt,0,0RWU,40,41,,,125,29,50,34,12,2,6,16,0,5,8,2,9,0,1,0,0,0,0,0,0,1,0,0.486,84,147,9,1.000,.400,.672,58,75,7,0,0,0,0,6,0,140,.950,0,.000,,3,3,18,48,"15,45",0.33,15,45,"32,67",0.48,32,67,"20,43",0.47,20,43,"5,16",0.31,5,16,0,0,0,0,"10,23","6,8","46,78",33,0,0,0,"0,1",0,0,1,7,20,0,,Roger Williams University,RWU,697-9169,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.238215123627946,3,99
2026-27,softball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,Lauren Trostel,Lauren,Trostel,,762,Lauren Trostel,0,0WENTWORT,40,40,,,123,27,50,32,16,1,7,9,0,2,9,5,5,2,0,1,0,0,0,0,0,0,0,0.452,89,135,7,.714,.407,.724,82,11,1,4,0,32,5,0,0,94,.989,37,.865,,1,8,28,36,"21,51",0.41,21,51,"31,79",0.39,31,79,"17,45",0.38,17,45,"3,9",0.33,3,9,0,0,0,0,"14,30","7,12","38,80",25,0,0,0,0,0,0,0,9,36,0,,Wentworth Institute of Technology,WENTWORT,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.138658998565397,4,98
2026-27,softball,Conference of New England (CCC),ccc,University of Hartford,Adelie Beebe,Adelie,Beebe,,272,Adelie Beebe,0,0HARTFORD,39,37,,,106,24,39,39,8,0,8,17,0,0,16,4,2,2,0,6,0,0,0,1,0,1,0,0.434,71,129,4,.500,.368,.670,67,1,0,7,0,21,0,0,0,68,1.000,21,1.000,,2,1,14,41,"10,34",0.29,10,34,"24,63",0.38,24,63,"21,50",0.42,21,50,"5,10",0.50,5,10,0,0,0,0,"12,23","18,28","34,70",15,0,0,0,1,0,0,0,13,22,0,,University of Hartford,HARTFORD,6-2727,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.066682777024557,5,98
2026-27,softball,Conference of New England (CCC),ccc,University of Hartford,Alyssa Edwards,Alyssa,Edwards,,272,Alyssa Edwards,0,0HARTFORD,37,36,,,113,23,42,34,12,0,9,11,1,1,23,5,2,0,0,1,0,0,0,0,1,2,0,0.429,81,126,2,1.000,.372,.717,22,48,5,0,0,0,0,0,0,75,.933,0,.000,,1,2,19,29,"8,31",0.26,8,31,"24,67",0.36,24,67,"12,44",0.27,12,44,"7,13",0.54,7,13,0,0,0,0,"12,25","8,17","35,71",187,0,0,0,2,0,0,0,7,24,0,,University of Hartford,HARTFORD,6-3128,True,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,11.075873817272448,6,98
2026-27,softball,Conference of New England (CCC),ccc,Endicott College,Abby McClaflin,Abby,McClaflin,,8981,Abby McClaflin,0,0EC,41,40,,,129,44,54,24,15,1,3,23,0,2,9,2,7,1,1,2,0,0,0,0,0,0,0,0.506,80,157,8,.875,.419,.620,75,71,6,0,0,0,0,7,0,152,.961,0,.000,,5,3,20,42,"14,24",0.58,14,24,"27,65",0.42,27,65,"16,38",0.42,16,38,"4,11",0.36,4,11,0,0,0,0,"15,24","6,11","42,71",27,0,0,0,0,0,0,0,10,13,0,,Endicott College,EC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.327366266234023,7,97
2026-27,softball,Conference of New England (CCC),ccc,Nichols College,Sydney Hicks,Sydney,Hicks,,484,Sydney Hicks,0,0NICHOLS,38,38,,,124,40,41,9,11,2,2,18,0,2,25,9,36,3,1,1,0,0,0,0,0,0,0,0.421,62,146,39,.923,.331,.500,65,60,14,0,0,0,0,8,0,139,.899,0,.000,,2,4,20,38,"8,33",0.24,8,33,"15,43",0.35,15,43,"8,28",0.29,8,28,"2,7",0.29,2,7,"0,0",0,0,0,"24,56","3,6","23,48",7,0,0,0,"0,0",0,0,0,4,24,0,,Nichols College,NICHOLS,695-5074,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03381221201943,8,97
2026-27,softball,Conference of New England (CCC),ccc,University of Hartford,Gia Miccio,Gia,Miccio,,272,Gia Miccio,0,0HARTFORD,41,41,,,126,28,48,29,12,3,1,8,0,1,9,3,20,1,1,5,0,0,0,0,0,0,0,0.407,69,141,21,.952,.381,.548,77,0,1,0,0,0,0,1,0,78,.987,0,.000,,4,8,24,48,"17,38",0.45,17,38,"29,76",0.38,29,76,"17,53",0.32,17,53,"8,14",0.57,8,14,0,0,0,0,"9,23","14,17","49,86",225,0,0,0,0,0,0,0,17,26,0,,University of Hartford,HARTFORD,6-2724,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.038591036745201,9,97
2026-27,softball,Conference of New England (CCC),ccc,Endicott College,Elyse Saccoccio,Elyse,Saccoccio,,8981,Elyse Saccoccio,0,0EC,41,41,,,135,25,38,35,5,2,5,6,0,7,13,1,3,1,1,3,0,0,0,2,0,2,0,0.338,62,152,4,.750,.281,.459,167,30,3,1,0,16,3,2,0,200,.985,19,.842,,5,8,37,44,"16,55",0.29,16,55,"27,89",0.30,27,89,"21,58",0.36,21,58,"6,12",0.50,6,12,0,0,0,0,"6,17","12,16","49,96",24,0,0,0,0,0,0,0,18,35,0,,Endicott College,EC,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.858216535332075,10,96
