season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Centennial Conference,centennial_conference,Swarthmore,Clay Almgren,Clay,Almgren,,686,Clay Almgren,"ALMGREN,CLAY",ALMGRENCLAYSWARTHMO,18,18,,,Swarthmore,SWARTHMO,670-5768,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,39,6,1084:00,85,0,1.000,,78,142,0,85,37,48,.549,4.72,,,,,,,,,,,,,,,,,,,20.334215970505547,1,99
2026-27,mlax,Centennial Conference,centennial_conference,Muhlenberg,Chase Kusko,Chase,Kusko,,453,Chase Kusko,"KUSKO,CHASE",KUSKOCHASEMUHLENBE,18,18,,,Muhlenberg,MUHLENBE,669-3195,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,32,4,1065:00,121,0,1.000,,33,58,0,75,58,17,.569,4.17,,,,,,,,,,,,,,,,,,,19.024158381317342,2,99
2026-27,mlax,Centennial Conference,centennial_conference,Franklin & Marshall,Ben Dale,Ben,Dale,,239,Ben Dale,"DALE,BEN",DALEBENFMC,16,16,,,Franklin & Marshall,FMC,664-6119,0,0,0,0,0,1,23,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,26,0,34,6,963:00,22,0,1.000,,63,101,0,78,48,30,.624,4.88,,,,,,,,,,,,,,,,,,,18.67144766595562,3,99
2026-27,mlax,Centennial Conference,centennial_conference,Haverford,Reid Tietjen,Reid,Tietjen,,276,Reid Tietjen,"TIETJEN,REID",TIETJENREIDHAVMLAX,16,16,,,Haverford,HAVMLAX,666-730,0,0,0,0,0,2,8,0,1,2,0,0,0,0,0,0,0,4,1,0,0,0,0,49,0,33,5,960:00,106,0,1.000,,77,125,0,68,29,39,.616,4.25,,,,,,,,,,,,,,,,,,,16.677915391682255,4,98
2026-27,mlax,Centennial Conference,centennial_conference,Gettysburg,Jackson Hearn,Jackson,Hearn,,258,Jackson Hearn,"HEARN,JACKSON",HEARNJACKSONGC,17,17,,,Gettysburg,GC,665-5836,0,0,0,0,1,1,10,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,35,0,32,9,1023:00,123,0,1.000,,47,76,0,63,35,28,.618,3.71,,,,,,,,,,,,,,,,,,,15.697515275157503,5,98
2026-27,mlax,Centennial Conference,centennial_conference,Gettysburg,Jackson Barroll,Jackson,Barroll,,258,Jackson Barroll,"BARROLL,JACKSON",BARROLLJACKSONGC,17,17,,,Gettysburg,GC,665-6055,0,0,0,0,0,1,6,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,30,6,1023:00,123,0,1.000,,52,97,0,63,27,36,.536,3.71,,,,,,,,,,,,,,,,,,,14.851426940885899,6,98
2026-27,mlax,Centennial Conference,centennial_conference,Swarthmore,Ryder Maston,Ryder,Maston,,686,Ryder Maston,"MASTON,RYDER",MASTONRYDERSWARTHMO,19,17,,,Swarthmore,SWARTHMO,670-5773,0,0,0,0,0,2,17,0,4,4,0,0,0,0,0,0,0,0,2,0,0,1,0,33,0,23,5,1024:00,85,1,1.000,,89,151,0,65,14,51,.589,3.42,,,,,,,,,,,,,,,,,,,14.839175724691074,7,97
2026-27,mlax,Centennial Conference,centennial_conference,Swarthmore,Rex Mabbs,Rex,Mabbs,,686,Rex Mabbs,"MABBS,REX",MABBSREXSWARTHMO,18,18,,,Swarthmore,SWARTHMO,670-5772,0,0,0,0,0,2,21,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,37,0,35,5,1084:00,85,0,1.000,,73,131,0,58,22,36,.557,3.22,,,,,,,,,,,,,,,,,,,13.687813264941951,8,97
2026-27,mlax,Centennial Conference,centennial_conference,Dickinson,Ramsey Huggins,Ramsey,Huggins,,185,Ramsey Huggins,"HUGGINS,RAMSEY",HUGGINSRAMSEYDICKINSO,19,19,,,Dickinson,DICKINSO,663-2776,0,0,0,0,0,4,12,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,61,0,21,10,1154:00,43,0,1.000,,65,101,0,49,18,31,.644,2.58,,,,,,,,,,,,,,,,,,,13.277319148025713,9,97
2026-27,mlax,Centennial Conference,centennial_conference,Washington College,Peyton Gestole,Peyton,Gestole,,753,Peyton Gestole,"GESTOLE,PEYTON",GESTOLEPEYTONWAC,17,16,,,Washington College,WAC,672-4867,0,0,0,0,3,0,8,0,4,4,0,0,0,0,0,0,0,2,1,0,0,0,0,22,0,34,3,974:00,198,0,1.000,,62,101,0,55,20,35,.614,3.24,,,,,,,,,,,,,,,,,,,12.019606158520949,10,96
