season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Da Silva, Axel",Axel,Da Silva,,564,"Da Silva, Axel","DA SILVA,AXEL",Ramapo,RAM,1152-4384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,20:00,0,.00,.00,1,0,0,0,0,0.0,0.00,0,0,20:09,0,1,.00,0.000,.000,.00,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Natt, Zachary",Zachary,Natt,,564,"Natt, Zachary","NATT,ZACHARY",Ramapo,RAM,1152-4087,3,3,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,250:00,0,.00,.00,34,0,1,2,1,.813,1.08,13,3,249:51,3,3,1.00,0.813,.333,4.33,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Touchard, Matthew",Matthew,Touchard,,564,"Touchard, Matthew","TOUCHARD,MATTHEW",Ramapo,RAM,1152-4237,0,0,30,0,30,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Pinto-Shaw, Nicholas",Nicholas,Pinto-Shaw,,564,"Pinto-Shaw, Nicholas","PINTO-SHAW,NICHOLAS",Ramapo,RAM,1152-4564,0,0,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Lazor, Emanuel",Emanuel,Lazor,,564,"Lazor, Emanuel","LAZOR,EMANUEL",Ramapo,RAM,1152-4553,1,1,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,3,0,0,0,3.00,.00,.00,.00,0,,81:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Leckner, Sam",Sam,Leckner,,564,"Leckner, Sam","LECKNER,SAM",Ramapo,RAM,1152-4554,3,3,3,0,3,0,0,2,2,0,0,0,0,0,.67,.67,.00,.000,.000,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,215:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Flores-Sosa, Omar",Omar,Flores-Sosa,,564,"Flores-Sosa, Omar","FLORES-SOSA,OMAR",Ramapo,RAM,1152-4386,3,3,4,0,4,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,134:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Radoncic, Dino",Dino,Radoncic,,564,"Radoncic, Dino","RADONCIC,DINO",Ramapo,RAM,1152-4090,3,3,5,0,5,0,0,6,12,8,2,3,0,0,4.00,2.00,2.67,1.000,.667,3,0,0,0,1,2,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,172:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Cascio, Luca",Luca,Cascio,,564,"Cascio, Luca","CASCIO,LUCA",Ramapo,RAM,1152-4255,3,3,6,0,6,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,223:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Oh, David",David,Oh,,564,"Oh, David","OH,DAVID",Ramapo,RAM,1152-4388,3,3,7,0,7,0,0,7,11,6,0,3,1,1,3.67,2.33,2.00,1.000,.000,4,0,0,0,2,2,2,.667,1,0,0,0,.33,.00,.00,.00,0,,220:00,0,.00,.00,,,,,,,,,,,,,,,,,
