season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Proeh, Jen",Jen,Proeh,,177,"Proeh, Jen","PROEH, JEN",DePauw,DPU,1274-6214,14,4,12,0,12,0,.254,71,8,26,1,0,7,0,0,0,4,0,0,0,0,3,23,1,17,6,40.5,0,1.86,0.07,0.21,1.64,0.00,2.89,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Bohn, Lauren",Lauren,Bohn,,177,"Bohn, Lauren","BOHN, LAUREN",DePauw,DPU,1274-6215,14,0,21,0,21,0,.000,1,0,0,1,0,3,0,3,1,52,0,0,67,5,29,0,0,0,0,3,0,0.00,0.07,2.07,0.00,0.21,0.21,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Harrington, Kaiden",Kaiden,Harrington,,177,"Harrington, Kaiden","HARRINGTON, KAIDEN",DePauw,DPU,1274-6216,14,0,23,0,23,0,.119,84,13,23,0,1,2,0,0,0,0,0,0,0,0,17,5,1,4,1,26,1,1.64,0.00,1.21,0.36,0.00,1.86,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Mischler, Parker",Parker,Mischler,,177,"Mischler, Parker","MISCHLER, PARKER",DePauw,DPU,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"McWaters, Julia",Julia,McWaters,,177,"McWaters, Julia","MCWATERS, JULIA",DePauw,DPU,1274-6470,14,4,14,0,14,0,.000,7,1,1,80,1,249,0,5,1,58,0,0,0,0,34,0,0,0,0,6,0,0.07,5.71,2.43,0.00,0.36,0.43,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Hooker, Addison",Addison,Hooker,,177,"Hooker, Addison","HOOKER, ADDISON",DePauw,DPU,1274-6469,14,4,19,0,19,0,.147,102,15,30,1,2,14,0,4,3,54,0,0,93,5,38,4,0,4,0,36,0,2.14,0.07,2.71,0.29,0.29,2.57,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Ozersky, Madeline",Madeline,Ozersky,,177,"Ozersky, Madeline","OZERSKY, MADELINE",DePauw,DPU,1274-6472,14,4,20,0,20,0,.189,111,16,37,2,1,9,0,0,0,2,0,0,3,0,13,13,1,12,1,44,0,2.64,0.14,0.93,0.93,0.00,3.14,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Leland, Anna",Anna,Leland,,177,"Leland, Anna","LELAND, ANNA",DePauw,DPU,1274-6729,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Orozco, Gabby",Gabby,Orozco,,177,"Orozco, Gabby","OROZCO, GABBY",DePauw,DPU,1274-6730,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Walters, Logan",Logan,Walters,,177,"Walters, Logan","WALTERS, LOGAN",DePauw,DPU,1274-6733,13,0,10,0,10,0,-.200,5,1,0,47,7,184,0,0,1,30,0,0,0,0,20,0,0,0,0,0,0,0.00,3.62,1.54,0.00,0.00,0.00,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Pickering, Lacey",Lacey,Pickering,,177,"Pickering, Lacey","PICKERING, LACEY",DePauw,DPU,1274-6731,9,0,13,0,13,0,.000,0,0,0,1,0,11,0,0,1,4,0,0,10,1,7,0,0,0,0,0,0,0.00,0.11,0.78,0.00,0.00,0.00,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Wallace, Izzy",Izzy,Wallace,,177,"Wallace, Izzy","WALLACE, IZZY",DePauw,DPU,1274-6732,14,4,18,0,18,0,.283,60,11,28,1,0,9,0,0,0,0,0,0,3,1,2,7,1,7,0,31.5,0,2.00,0.07,0.14,0.50,0.00,2.25,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Wilken, McKenna",McKenna,Wilken,,177,"Wilken, McKenna","WILKEN, MCKENNA",DePauw,DPU,1274-6734,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Leonardi, Sophia",Sophia,Leonardi,,177,"Leonardi, Sophia","LEONARDI, SOPHIA",DePauw,DPU,1274-6983,14,0,1,0,1,0,.000,2,0,0,12,0,48,0,2,3,41,0,0,41,2,49,0,0,0,0,2,0,0.00,0.86,3.50,0.00,0.14,0.14,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Landry, Allie",Allie,Landry,,177,"Landry, Allie","LANDRY, ALLIE",DePauw,DPU,1274-6982,14,0,2,0,2,0,.000,2,0,0,6,0,21,0,7,8,54,0,0,0,0,7,0,0,0,0,7,0,0.00,0.43,0.50,0.00,0.50,0.50,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Chilton, Sophie",Sophie,Chilton,,177,"Chilton, Sophie","CHILTON, SOPHIE",DePauw,DPU,1274-6977,14,4,5,0,5,0,.194,103,9,29,4,0,9,0,1,0,19,0,0,71,2,19,5,0,4,1,33,0,2.07,0.29,1.36,0.36,0.07,2.36,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Coppock, Ella",Ella,Coppock,,177,"Coppock, Ella","COPPOCK, ELLA",DePauw,DPU,1274-6978,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Rausch, Mya",Mya,Rausch,,177,"Rausch, Mya","RAUSCH, MYA",DePauw,DPU,1274-6984,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Higgins, Aubree",Aubree,Higgins,,177,"Higgins, Aubree","HIGGINS, AUBREE",DePauw,DPU,1274-6981,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Dyer, Sophia",Sophia,Dyer,,177,"Dyer, Sophia","DYER, SOPHIA",DePauw,DPU,1274-6980,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,DePauw,"Duis, Sophia",Sophia,Duis,,177,"Duis, Sophia","DUIS, SOPHIA",DePauw,DPU,1274-6979,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Ashbrook, Jenna",Jenna,Ashbrook,,520,"Ashbrook, Jenna","ASHBROOK, JENNA",Ohio Wesleyan,OWU,1222-2931,15,4,16,0,16,0,.063,32,1,3,126,9,364,0,2,6,52,0,0,0,0,32,3,0,2,1,7,1,0.20,8.40,2.13,0.20,0.13,0.47,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Campbell, Mason",Mason,Campbell,,520,"Campbell, Mason","CAMPBELL, MASON",Ohio Wesleyan,OWU,1222-2932,7,2,12,0,12,0,.073,55,13,17,0,0,3,0,0,3,4,0,0,20,2,6,3,1,3,0,18.5,0,2.43,0.00,0.86,0.43,0.00,2.64,,,,,,
2026-27,wvball,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,"Colvin, Jada",Jada,Colvin,,520,"Colvin, Jada","COLVIN, JADA",Ohio Wesleyan,OWU,1222-2933,6,0,1,0,1,0,.300,40,5,17,0,1,4,0,0,0,0,0,0,5,0,1,0,0,0,0,17,0,2.83,0.00,0.17,0.00,0.00,2.83,,,,,,
