season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,msoc,Midwest Conference (MWC),mwc,Lawrence,"Ogren, Grayson",Grayson,Ogren,,348,"Ogren, Grayson","OGREN,GRAYSON",Lawrence,LAW,1099-1666,2,2,77,0,77,0,0,5,7,10,0,5,1,1,3.50,2.50,5.00,2.500,.000,0,1,1,0,1,2,1,.500,3,0,0,0,1.50,.00,.00,.00,0,,114:00,0,.00,.00,,,,,,,,,,,,,,,,,,27.20870266096724,1,99
2026-27,msoc,Midwest Conference (MWC),mwc,Knox,"Dera, Kestervens",Kestervens,Dera,,337,"Dera, Kestervens","DERA,KESTERVENS",Knox,KNX,1097-3386,2,2,7,0,7,0,0,4,9,8,2,3,1,1,4.50,2.00,4.00,1.500,1.000,1,1,0,0,0,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,142:00,0,.00,.00,,,,,,,,,,,,,,,,,,25.018490757205395,2,99
2026-27,msoc,Midwest Conference (MWC),mwc,Grinnell,"Gojjam, Samuel",Samuel,Gojjam,,264,"Gojjam, Samuel","GOJJAM,SAMUEL",Grinnell,GRN,1095-6286,2,2,11,0,11,0,0,3,4,5,1,2,0,0,2.00,1.50,2.50,1.000,.500,1,0,0,0,0,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,135:00,0,.00,.00,,,,,,,,,,,,,,,,,,15.1509631857683,3,99
2026-27,msoc,Midwest Conference (MWC),mwc,Grinnell,"Klemm, Oliver",Oliver,Klemm,,264,"Klemm, Oliver","KLEMM,OLIVER",Grinnell,GRN,1095-7640,2,2,12,0,12,0,0,4,5,4,2,1,0,0,2.50,2.00,2.00,.500,1.000,3,1,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,126:00,0,.00,.00,,,,,,,,,,,,,,,,,,14.98861008488323,4,98
2026-27,msoc,Midwest Conference (MWC),mwc,Grinnell,"Pennachio, Jack",Jack,Pennachio,,264,"Pennachio, Jack","PENNACHIO,JACK",Grinnell,GRN,1095-7437,2,2,6,0,6,0,0,2,3,5,1,2,1,1,1.50,1.00,2.50,1.000,.500,0,0,0,0,1,1,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,168:00,0,.00,.00,,,,,,,,,,,,,,,,,,14.529127951771065,5,98
2026-27,msoc,Midwest Conference (MWC),mwc,Grinnell,"Katsanovich, Daniel",Daniel,Katsanovich,,264,"Katsanovich, Daniel","KATSANOVICH,DANIEL",Grinnell,GRN,1095-7809,2,1,10,0,10,0,0,2,3,3,3,0,0,0,1.50,1.00,1.50,.000,1.500,2,0,0,0,0,0,0,.000,2,0,1,0,1.00,.50,.00,.00,0,,131:00,0,.00,.00,,,,,,,,,,,,,,,,,,12.960751282006454,6,98
2026-27,msoc,Midwest Conference (MWC),mwc,Ripon,"Yao, Moaye",Moaye,Yao,,577,"Yao, Moaye","YAO,MOAYE",Ripon,RIP,1101-3688,2,2,11,0,11,0,0,4,6,4,0,2,0,0,3.00,2.00,2.00,1.000,.000,2,1,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,129:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.542046418486755,7,97
2026-27,msoc,Midwest Conference (MWC),mwc,Knox,"Plancarte, Jayden",Jayden,Plancarte,,337,"Plancarte, Jayden","PLANCARTE,JAYDEN",Knox,KNX,1097-3791,2,2,30,0,30,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,139:00,0,.00,.00,,,,,,,,,,,,,,,,,,8.892352381612746,8,97
2026-27,msoc,Midwest Conference (MWC),mwc,Ripon,"Schroeder, Seth",Seth,Schroeder,,577,"Schroeder, Seth","SCHROEDER,SETH",Ripon,RIP,1101-3550,2,2,23,0,23,0,0,2,2,2,2,0,0,0,1.00,1.00,1.00,.000,1.000,2,0,0,0,0,0,0,.000,3,0,0,0,1.50,.00,.00,.00,0,,149:00,0,.00,.00,,,,,,,,,,,,,,,,,,8.729999280727675,9,97
2026-27,msoc,Midwest Conference (MWC),mwc,Lake Forest,"Kostovetsky, Nathan",Nathan,Kostovetsky,,344,"Kostovetsky, Nathan","KOSTOVETSKY,NATHAN",Lake Forest,LFC,1098-2311,3,3,11,0,11,0,0,3,7,2,0,1,0,0,2.33,1.00,.67,.333,.000,2,0,0,0,1,0,0,.000,5,0,0,0,1.67,.00,.00,.00,0,,239:00,0,.00,.00,,,,,,,,,,,,,,,,,,5.905270848328438,10,96
