season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,msoc,Atlantic East Conference (AEC),aec,Saint Elizabeth University,"Figueroa, Yonatan",Yonatan,Figueroa,,9684,"Figueroa, Yonatan","FIGUEROA,YONATAN",Saint Elizabeth University,SEU,0,2,2,4,0,4,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,161:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,80,77
2026-27,msoc,Atlantic East Conference (AEC),aec,Immaculata,"Fitch, Anthony",Anthony,Fitch,,303,"Fitch, Anthony","FITCH,ANTHONY",Immaculata,IMM,1306-3652,2,0,27,0,27,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,94:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,81,77
2026-27,msoc,Atlantic East Conference (AEC),aec,Saint Elizabeth University,"Forest, Brandon",Brandon,Forest,,9684,"Forest, Brandon","FOREST,BRANDON",Saint Elizabeth University,SEU,0,2,0,11,0,11,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,89:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,82,77
2026-27,msoc,Atlantic East Conference (AEC),aec,Saint Elizabeth University,"Garay, Axel",Axel,Garay,,9684,"Garay, Axel","GARAY,AXEL",Saint Elizabeth University,SEU,0,1,0,18,0,18,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,24:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,83,76
2026-27,msoc,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,"Garcia, Alex",Alex,Garcia,,12399,"Garcia, Alex","GARCIA,ALEX",Gwynedd Mercy Univ.,GMU,1305-2660,0,0,15,0,15,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,84,76
2026-27,msoc,Atlantic East Conference (AEC),aec,Immaculata,"Garcia, Carlos",Carlos,Garcia,,303,"Garcia, Carlos","GARCIA,CARLOS",Immaculata,IMM,1306-3510,2,2,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,115:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,85,76
2026-27,msoc,Atlantic East Conference (AEC),aec,Marymount (VA),"Garcia, Joaquin",Joaquin,Garcia,,394,"Garcia, Joaquin","GARCIA,JOAQUIN",Marymount (VA),MARY,658-2490,3,0,99,0,99,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,28:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,86,75
2026-27,msoc,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,"Gauda, Jamar",Jamar,Gauda,,12399,"Gauda, Jamar","GAUDA,JAMAR",Gwynedd Mercy Univ.,GMU,1305-2544,0,0,28,0,28,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,87,75
2026-27,msoc,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,"Gboho, Devario",Devario,Gboho,,12399,"Gboho, Devario","GBOHO,DEVARIO",Gwynedd Mercy Univ.,GMU,1305-2520,2,0,11,0,11,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,96:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,88,75
2026-27,msoc,Atlantic East Conference (AEC),aec,Saint Elizabeth University,"Gonzalez, Lucino",Lucino,Gonzalez,,9684,"Gonzalez, Lucino","GONZALEZ,LUCINO",Saint Elizabeth University,SEU,0,2,2,12,0,12,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,146:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.9157726589316851,89,75
