season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Aman Vantipalli,,Third Year,33175,74,ACTIVE,73.26,1.26,27,72.2249505168452,10,2,0,38.8175277498519,-7.61896934185723,Region I - (M) DIII,clippd_scoreboard,78,94,38.1436107781296
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Nick Alexander,,Fourth Year,15913,65,ACTIVE,73.47,1.47,19,72.1843146477312,8,0,0,40.3558936724788,-7.73712832241653,Region IV - (M) DIII,clippd_scoreboard,100,93,36.2433379568481
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Howie Poon,,Third Year,33173,100000,ACTIVE,73.6,1.6,10,73.6404162327679,4,2,0,27.9428222678559,-9.69650238896142,Region I - (M) DIII,clippd_scoreboard,112,93,34.8706778906885
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Shane Quinn,,,19349,95,ACTIVE,74.0,2.0,17,72.6489233874642,7,1,1,36.7207051079074,-7.02972149123555,Region I - (M) DIII,clippd_scoreboard,149,92,31.1213223843687
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Patrick O' Rourke,,Second Year,9425,145,ACTIVE,74.26,2.26,19,72.9737883319418,8,0,0,31.6239405088913,-7.73712832241653,Region IV - (M) DIII,clippd_scoreboard,191,92,28.1127667685256
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Jack Berry,,Fourth Year,78748,128,ACTIVE,74.28,2.28,25,73.2884581410089,10,1,1,33.3934448647134,-7.80250575000868,Region I - (M) DIII,clippd_scoreboard,195,92,28.0051678564451
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Colin Fowler,,,14632,158,ACTIVE,74.48,2.48,25,73.4884581410089,10,1,0,30.6987222568746,-7.80250575000868,Region I - (M) DIII,clippd_scoreboard,227,91,26.0737668810167
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Fischer Leggitt,,Second Year,9426,150,ACTIVE,74.5,2.5,18,73.1778628288954,8,2,1,31.1066894562626,-8.37498980895034,Region IV - (M) DIII,clippd_scoreboard,229,91,25.9822705607853
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Jacob Foti,,Third Year,37227,134,ACTIVE,74.83,2.83,18,73.2801427471551,8,1,0,32.8200321420939,-8.30523269016652,Region IV - (M) DIII,clippd_scoreboard,283,90,23.5175536383135
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Bowen Kicklighter,,Second Year,7801,276,ACTIVE,75.06,3.06,17,74.4596165642747,8,3,2,23.7977163853901,-11.9195003713347,Region IV - (M) DIII,clippd_scoreboard,313,89,22.4000931874698
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Ryan Henneman,,Third Year,36144,167,ACTIVE,75.78,3.78,18,74.4512161046231,11,5,2,29.9393483006712,-12.6019762912331,Region III - (M) DIII,clippd_scoreboard,449,87,18.1031479480771
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Chad Tordone,,Third Year,33174,413,ACTIVE,76.12,4.12,25,75.1284581410089,10,0,0,19.3889760483742,-7.80250575000868,Region I - (M) DIII,clippd_scoreboard,518,86,16.6269478160895
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Trevor Connolly,,,78749,100000,ACTIVE,76.17,4.17,6,75.7113401605132,2,0,0,16.5566853117194,-8.60611029651372,Region I - (M) DIII,clippd_scoreboard,538,85,15.7694753074171
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Jimmy Spallone,,Second Year,9428,342,ACTIVE,76.33,4.33,12,74.788387485631,6,1,0,21.3939165147971,-9.36986600917262,Region IV - (M) DIII,clippd_scoreboard,573,84,15.1774369065901
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Stephen Patterson,,,17755,465,ACTIVE,76.54,4.54,13,75.2549789592778,6,0,0,17.7486449385406,-9.51025726060053,Region IV - (M) DIII,clippd_scoreboard,622,84,14.2092765752465
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Johnathan Le,,,7804,547,ACTIVE,76.82,4.82,17,76.2243224466276,8,3,0,15.6156416655542,-11.9195003713347,Region IV - (M) DIII,clippd_scoreboard,696,82,12.7248518378401
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Nathan Smith,,Second Year,9427,484,ACTIVE,77.06,5.06,17,75.9736242067588,7,0,0,17.3690018066477,-8.43352202909369,Region IV - (M) DIII,clippd_scoreboard,756,81,11.6902241324764
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Cameron Nicholson,,,9132,100000,ACTIVE,77.4,5.4,10,76.1683114639475,5,1,0,17.2276972942244,-13.036861869731,Region III - (M) DIII,clippd_scoreboard,847,79,10.123001638637
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Colton Thomas,,Second Year,9125,524,ACTIVE,77.61,5.61,18,76.2845494379565,11,2,0,16.2875897489858,-12.6019762912331,Region III - (M) DIII,clippd_scoreboard,895,78,9.29885846119397
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Owen Taylor,,,19068,100000,ACTIVE,77.9,5.9,10,76.6687816925031,5,0,0,15.8646919204936,-10.5415457767072,Region IV - (M) DIII,clippd_scoreboard,960,77,8.38146327747217
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Alex Langford,,Third Year,38328,621,ACTIVE,77.93,5.93,15,76.7931007193399,9,1,0,14.2308611730404,-12.4428384932835,Region III - (M) DIII,clippd_scoreboard,972,77,8.22310004393035
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Declan Gustavson,,First Year,9124,100000,ACTIVE,78.25,6.25,8,77.747292571396,5,0,0,11.4021184092007,-11.5652664606211,Region III - (M) DIII,clippd_scoreboard,1052,76,7.30814400514898
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Charles Valiulis,,Third Year,37230,100000,ACTIVE,78.88,6.88,8,77.2531074256809,4,0,0,11.9323568706618,-10.6981169105893,Region IV - (M) DIII,clippd_scoreboard,1211,73,5.12498935155017
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,JP Carr,,Third Year,37229,100000,ACTIVE,79.1,7.1,10,77.8687816925031,5,1,0,14.994036673914,-10.5415457767072,Region IV - (M) DIII,clippd_scoreboard,1263,72,4.46483385225164
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Connor Wood,,,9429,839,ACTIVE,79.23,7.23,13,77.9472866515855,6,0,0,10.2060780986537,-9.51025726060053,Region IV - (M) DIII,clippd_scoreboard,1295,71,4.0134022985693
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Parker Legreid,,Second Year,7802,1124,ACTIVE,79.87,7.87,15,79.5518233495668,7,0,0,6.20716071934141,-11.992401876871,Region IV - (M) DIII,clippd_scoreboard,1428,68,1.8341359480888
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Gage Bandy,,Second Year,9126,1058,ACTIVE,81.58,9.58,12,80.2522038808787,8,0,0,7.21333423434506,-12.8813270243758,Region III - (M) DIII,clippd_scoreboard,1736,63,15.045676749944
2025-26,mgolf,Men,Independent,independent,William Paterson,William Paterson University of NJ,Adam Avery,,Second Year,7632,100000,ACTIVE,81.89,9.89,9,83.2392959040487,9,0,0,3.94626420608395,-19.4648661984528,Region II - (M) DIII,clippd_scoreboard,1795,62,26.2545002879592
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Jake Weerts,,Third Year,30715,1261,ACTIVE,81.92,9.92,12,80.9889287776562,6,0,0,4.50303291974681,-12.7044027812325,Region IV - (M) DIII,clippd_scoreboard,1799,61,0.871845321629467
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Paxton Ihm,,,37228,100000,ACTIVE,82.0,10.0,10,80.7687816925031,5,0,0,5.97158802437497,-10.5415457767072,Region IV - (M) DIII,clippd_scoreboard,1804,61,4.72047135826079
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Quinton Heljenek,,Second Year,7803,1279,ACTIVE,82.12,10.12,17,81.5184400936864,8,0,0,4.2412561253007,-11.9195003713347,Region IV - (M) DIII,clippd_scoreboard,1822,61,0.709005736306912
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Garrett Hartley,,Fourth Year,12541,1334,ACTIVE,83.07,11.07,15,82.2714930332974,7,0,0,3.50541784536168,-11.9876314123552,Region IV - (M) DIII,clippd_scoreboard,1939,59,0.0291283452964699
2025-26,mgolf,Men,Independent,independent,William Paterson,William Paterson University of NJ,Gavin Deeken,,,16351,100000,ACTIVE,83.75,11.75,8,84.7253086432965,8,0,0,2.61297963759299,-19.4220553463096,Region II - (M) DIII,clippd_scoreboard,2007,58,1.62329561347421
2025-26,mgolf,Men,Independent,independent,William Paterson,William Paterson University of NJ,Luke Dube,,Third Year,7634,100000,ACTIVE,84.5,12.5,6,86.1795962721121,6,0,0,1.28245951871407,-19.3197221338937,Region II - (M) DIII,clippd_scoreboard,2066,56,14.4442537625678
2025-26,mgolf,Men,Independent,independent,William Paterson,William Paterson University of NJ,Nicholas Petti,,,37644,100000,ACTIVE,85.5,13.5,8,86.9519139253359,8,0,0,1.2051888242477,-19.5127231283427,Region II - (M) DIII,clippd_scoreboard,2123,55,6.66039779701607
2025-26,mgolf,Men,Independent,independent,William Paterson,William Paterson University of NJ,Rob Egan,,Fourth Year,38741,100000,ACTIVE,88.22,16.22,9,89.572629237382,9,0,0,0.869247886658553,-19.4648661984528,Region II - (M) DIII,clippd_scoreboard,2255,53,7.25720160072029
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,John Isaac Corbin,,Second Year,7805,100000,ACTIVE,94.38,22.38,8,93.8368353535953,4,0,0,0.189954522272519,-13.2708796854145,Region IV - (M) DIII,clippd_scoreboard,2365,51,0.976274292431523
