season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Bardouniotis, Alex",Alex,Bardouniotis,,300,"Bardouniotis, Alex","BARDOUNIOTIS, ALEX",Illinois Wesleyan,IWU,683-8121,14,4,17,0,17,0,.299,137,16,57,0,3,18,0,4,7,43,0,0,107,6,28,12,0,10,2,68,0,4.07,0.00,2.00,0.86,0.29,4.86,,,,,,,10.982462757765806,1,99
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,"Carothers, Kyra",Kyra,Carothers,,424,"Carothers, Kyra","CAROTHERS, KYRA",Millikin,MIL-U,684-4932,18,7,3,0,3,0,.333,72,12,36,2,1,19,0,9,6,67,0,0,1,0,18,22,1,20,2,57,1,2.00,0.11,1.00,1.22,0.50,3.17,,,,,,,8.880024798959905,2,99
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Sommesi, Sophia",Sophia,Sommesi,,40,"Sommesi, Sophia","SOMMESI, SOPHIA",Augustana,AUGIE,489-5208,10,3,15,0,15,0,.188,85,12,28,2,0,15,0,3,5,38,0,0,42,3,32,7,1,5,2,35.5,0,2.80,0.20,3.20,0.70,0.30,3.55,,,,,,,8.683966096343202,3,99
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Manojlovic, Kristina",Kristina,Manojlovic,,121,"Manojlovic, Kristina","MANOJLOVIC, KRISTINA",Carthage,CARTH,681-5880,14,3,14,0,14,0,.193,150,15,44,2,0,9,0,4,7,43,0,0,48,4,37,5,0,2,3,52,0,3.14,0.14,2.64,0.36,0.29,3.71,,,,,,,7.663254041872192,4,98
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,North Central,"Buban, Abby",Abby,Buban,,492,"Buban, Abby","BUBAN, ABBY",North Central,NCC,685-6723,19,5,29,0,29,0,.097,217,40,61,2,0,8,0,2,7,60,0,0,86,5,45,10,0,10,0,68,0,3.21,0.11,2.37,0.53,0.11,3.58,,,,,,,7.105878483684138,5,98
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Hicklin, Carly",Carly,Hicklin,,120,"Hicklin, Carly","HICKLIN, CARLY",Carroll,CAR,1094-7230,18,4,4,0,4,0,.121,173,24,45,1,0,13,0,11,9,73,0,0,140,9,46,3,0,3,0,57.5,0,2.50,0.06,2.56,0.17,0.61,3.19,,,,,,,6.907779161843387,6,98
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,"Smith, Maggye",Maggye,Smith,,424,"Smith, Maggye","SMITH, MAGGYE",Millikin,MIL-U,684-5627,14,7,8,0,8,0,.194,108,16,37,1,0,11,0,7,7,40,0,0,43,5,20,5,0,5,0,46.5,0,2.64,0.07,1.43,0.36,0.50,3.32,,,,,,,6.808354245327715,7,97
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Jones, Taryn",Taryn,Jones,,40,"Jones, Taryn","JONES, TARYN",Augustana,AUGIE,489-5810,8,2,22,0,22,0,.180,61,11,22,1,0,10,0,4,2,19,0,0,25,0,11,2,0,1,1,27.5,0,2.75,0.13,1.38,0.25,0.50,3.44,,,,,,,6.531518244911481,8,97
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,North Central,"Benson, Lauren",Lauren,Benson,,492,"Benson, Lauren","BENSON, LAUREN",North Central,NCC,685-6725,19,5,18,0,18,0,.283,113,16,48,7,0,27,0,10,3,67,0,0,4,1,12,6,1,6,0,61,0,2.53,0.37,0.63,0.32,0.53,3.21,,,,,,,6.335474120031675,9,97
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Otto, Amber",Amber,Otto,,212,"Otto, Amber","OTTO, AMBER",Elmhurst,ELM,682-4294,5,2,28,0,28,0,.088,34,8,11,2,1,8,0,4,3,26,0,0,27,3,11,0,0,0,0,15,0,2.20,0.40,2.20,0.00,0.80,3.00,,,,,,,6.210391020048717,10,96
