season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,North Atlantic Conference (NAC),nac,VTSU Johnson,"Khomutetsky, Sasha",Sasha,Khomutetsky,,324,"Khomutetsky, Sasha","KHOMUTETSKY, SASHA",VTSU Johnson,NVU-J,0,3,1,9,0,9,0,.308,13,2,6,9,0,29,0,11,2,33,0,0,0,0,7,0,0,0,0,17.0,0,2.00,3.00,2.33,0.00,3.67,5.67,,,,,,,14.312062553603592,1,99
2026-27,wvball,Middle Atlantic Conferences (MAC),mac,Stevens,"Bolduc, Sarah",Sarah,Bolduc,,679,"Bolduc, Sarah","BOLDUC, SARAH",Stevens,Stev,1230-7456,4,1,11,0,11,0,.500,28,3,17,2,0,5,0,4,3,21,0,0,10,0,8,2,0,2,0,22,0,4.25,0.50,2.00,0.50,1.00,5.50,,,,,,,12.152991963646054,2,99
2026-27,wvball,Little East Conference (LEC),lec,Rhode Island College,"Marines, Sarina",Sarina,Marines,,571,"Marines, Sarina","MARINES, SARINA",Rhode Island College,RIC,1070-1023,6,2,11,0,11,0,.351,37,8,21,7,0,7,0,6,3,22,0,0,21,1,13,5,0,3,2,30.5,0,3.50,1.17,2.17,0.83,1.00,5.08,,,,,,,11.816967554542378,3,99
2026-27,wvball,Southern Athletic Association (SAA),saa,Berry,"Whitehead, Madie",Madie,Whitehead,,973,"Whitehead, Madie","WHITEHEAD, MADIE",Berry,Berry,838-3062,11,3,7,0,7,0,.336,116,13,52,1,0,11,0,5,5,39,0,0,2,0,18,9,1,8,1,62,3,4.73,0.09,1.64,0.82,0.45,5.64,,,,,,,11.661902188467964,4,98
2026-27,wvball,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Lehman, Marah",Marah,Lehman,,1305,"Lehman, Marah","LEHMAN, MARAH",Cairn University,Cairn,1236-2295,6,3,8,0,8,0,.215,79,11,28,2,0,17,0,3,3,28,0,0,33,1,32,1,0,1,0,31.5,0,4.67,0.33,5.33,0.17,0.50,5.25,,,,,,,11.209274741401106,5,98
2026-27,wvball,Conference of New England (CCC),ccc,Western New England University,"Barber, Léa",Léa,Barber,,775,"Barber, Léa","BARBER, LéA",Western New England University,WNE,1022-4115,12,6,9,0,9,0,.152,171,30,56,3,1,15,0,5,5,34,0,0,65,9,41,7,1,7,0,64.5,0,4.67,0.25,3.42,0.58,0.42,5.38,,,,,,,11.059782736091014,6,98
2026-27,wvball,Old Dominion Athletic Conference (ODAC),odac,Lynchburg,"Hardie, Kate",Kate,Hardie,,374,"Hardie, Kate","HARDIE, KATE",Lynchburg,Lyn,1293-2980,12,6,22,0,22,0,.286,105,16,46,3,0,14,0,5,12,34,0,0,1,0,35,10,4,9,1,56.5,1,3.83,0.25,2.92,0.83,0.42,4.71,,,,,,,10.826920303838714,7,97
2026-27,wvball,Empire 8 (E8),e8,Nazareth,"Lucey, Alana",Alana,Lucey,,461,"Lucey, Alana","LUCEY, ALANA",Nazareth,Naz,1007-4878,4,1,5,0,5,0,.375,32,3,15,0,0,0,0,2,2,13,0,0,0,0,5,4,0,4,0,19.0,0,3.75,0.00,1.25,1.00,0.50,4.75,,,,,,,10.80274844041282,8,97
2026-27,wvball,Old Dominion Athletic Conference (ODAC),odac,Batten,"Smith, Hannah",Hannah,Smith,,745,"Smith, Hannah","SMITH, HANNAH",Batten,VWU,1298-5630,9,3,6,0,6,0,.365,85,9,40,3,0,11,0,7,2,33,0,0,38,2,32,1,0,1,0,47.5,0,4.44,0.33,3.56,0.11,0.78,5.28,,,,,,,10.793881747355048,9,97
2026-27,wvball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,"Stith, Keliah",Keliah,Stith,,218,"Stith, Keliah","STITH, KELIAH",Eureka,EUREKA,0,1,0,12,0,12,0,.000,1,0,0,7,0,13,0,4,0,9,0,0,0,0,2,0,0,0,0,4,0,0.00,7.00,2.00,0.00,4.00,4.00,,,,,,,10.701375381417256,10,96
2026-27,wvball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Horan, Annie",Annie,Horan,,161,"Horan, Annie","HORAN, ANNIE",Concordia,CC,0,15,6,2,0,2,0,.305,167,17,68,2,2,24,0,8,9,40,0,0,55,4,31,8,0,5,3,81.5,0,4.53,0.13,2.07,0.53,0.53,5.43,,,,,,,10.601670430402855,11,96
2026-27,wvball,Conference of New England (CCC),ccc,Endicott College,"Helenbrook, Hadley",Hadley,Helenbrook,,8981,"Helenbrook, Hadley","HELENBROOK, HADLEY",Endicott College,EC,0,8,2,3,0,3,0,.282,78,10,32,4,0,12,0,5,5,30,0,0,57,5,37,2,0,0,2,39,0,4.00,0.50,4.63,0.25,0.63,4.88,,,,,,,10.59727062012842,12,96
2026-27,wvball,North Eastern Athletic Conference,north_eastern_athletic_c,Gallaudet University,"Worley, Brielle",Brielle,Worley,,245,"Worley, Brielle","WORLEY, BRIELLE",Gallaudet University,Gal,141-2218,11,3,14,0,14,0,.388,139,14,68,2,0,15,0,2,4,29,0,0,73,6,24,0,0,0,0,70,0,6.18,0.18,2.18,0.00,0.18,6.36,,,,,,,10.473477624812622,13,95
2026-27,wvball,Northern Athletics Collegiate Conference (NACC),nacc,Aurora,"Cook, Hazel",Hazel,Cook,,42,"Cook, Hazel","COOK, HAZEL",Aurora,AUR,1248-7329,8,1,8,0,8,0,.224,67,10,25,3,1,9,0,5,5,30,0,0,0,0,19,8,0,8,0,34,0,3.13,0.38,2.38,1.00,0.63,4.25,,,,,,,10.415746197415388,14,95
2026-27,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Bardouniotis, Alex",Alex,Bardouniotis,,300,"Bardouniotis, Alex","BARDOUNIOTIS, ALEX",Illinois Wesleyan,IWU,683-8121,14,4,17,0,17,0,.299,137,16,57,0,3,18,0,4,7,43,0,0,107,6,28,12,0,10,2,68,0,4.07,0.00,2.00,0.86,0.29,4.86,,,,,,,10.349927293234964,15,95
2026-27,wvball,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Massey, Clara",Clara,Massey,,789,"Massey, Clara","MASSEY, CLARA",Williams,Wil,1131-6003,5,1,11,0,11,0,.313,16,3,8,1,0,1,0,1,0,4,0,0,0,0,1,11,0,9,2,15.5,0,1.60,0.20,0.20,2.20,0.20,3.10,,,,,,,10.196950540228729,16,95
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Baker, Elli",Elli,Baker,,30037,"Baker, Elli","BAKER, ELLI",Trine,Trine,1091-4998,10,3,20,0,20,0,.366,71,10,36,1,1,12,0,10,7,41,0,0,56,4,22,3,0,2,1,48,0,3.60,0.10,2.20,0.30,1.00,4.80,,,,,,,9.929427706765226,17,95
2026-27,wvball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Tompkins, Greta",Greta,Tompkins,,266,"Tompkins, Greta","TOMPKINS, GRETA",Gustavus,GAC,1108-9613,11,3,14,0,14,0,.349,63,7,29,0,0,3,0,5,8,34,0,0,0,0,8,15,0,14,1,42,0,2.64,0.00,0.73,1.36,0.45,3.82,,,,,,,9.813000947425705,18,95
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"Carens, Caroline",Caroline,Carens,,8688,"Carens, Caroline","CARENS, CAROLINE",Saint Mary's,SMC-IN,1090-358,19,5,10,0,10,0,.393,145,14,71,3,0,18,0,3,0,57,0,0,2,0,18,20,0,15,5,86.5,0,3.74,0.16,0.95,1.05,0.16,4.55,,,,,,,9.784064413502366,19,95
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Rowan,"Chadwick, Abigail",Abigail,Chadwick,,259,"Chadwick, Abigail","CHADWICK, ABIGAIL",Rowan,Rowan,1154-4730,14,4,7,0,7,0,.221,104,11,34,3,0,13,0,11,2,60,0,0,65,9,38,13,1,12,1,52,0,2.43,0.21,2.71,0.93,0.79,3.71,,,,,,,9.699594343668842,20,95
2026-27,wvball,Liberty League (LL),ll,RIT,"Brasier, Zoey",Zoey,Brasier,,580,"Brasier, Zoey","BRASIER, ZOEY",RIT,RIT,1008-12075,4,1,4,0,4,0,.462,13,2,8,0,0,5,0,6,2,23,0,0,0,0,1,3,0,3,0,15.5,0,2.00,0.00,0.25,0.75,1.50,3.88,,,,,,,9.674074777702904,21,95
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Stephens, Taylor",Taylor,Stephens,,326,"Stephens, Taylor","STEPHENS, TAYLOR",Kalamazoo,KZoo,1088-1890,10,3,16,0,16,0,.162,99,17,33,1,1,19,0,4,10,41,0,0,65,2,40,7,1,6,1,41,0,3.30,0.10,4.00,0.70,0.40,4.10,,,,,,,9.661722892910449,22,95
2026-27,wvball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Schlunk, Annette",Annette,Schlunk,,713,"Schlunk, Annette","SCHLUNK, ANNETTE",Trinity,TrinCT,1127-5261,4,1,7,0,7,0,.586,29,2,19,0,0,1,0,2,4,14,0,0,15,0,7,0,0,0,0,21,0,4.75,0.00,1.75,0.00,0.50,5.25,,,,,,,9.548342394346317,23,95
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Smith, Caroline",Caroline,Smith,,119,"Smith, Caroline","SMITH, CAROLINE",Carnegie Mellon,CMU,0,13,4,15,0,15,0,.443,61,5,32,1,0,5,0,4,5,49,0,0,1,0,15,17,1,10,7,48,0,2.46,0.08,1.15,1.31,0.31,3.69,,,,,,,9.51147662096417,24,95
2026-27,wvball,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Claremont-Mudd-Scripps,"Gajar,Stella",Stella,Gajar,,142,"Gajar,Stella","GAJAR,STELLA",Claremont-Mudd-Scripps,C-M-S,1326-7053,9,3,7,0,7,0,.621,29,1,19,0,0,0,0,0,1,14,0,0,1,0,3,15,0,15,0,26.5,0,2.11,0.00,0.33,1.67,0.00,2.94,,,,,,,9.498014695577833,25,95
