conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Tyler Cannon,,,,44,44,197,60,69,52,12,5,1,29,0,6,27,13,10,0,0,3,0,0,0,1,1,2,0,0.443,94,235,10,1.000,.350,.477,296,12,4,0,0,0,0,15,0,312,.987,0,.000,8,6,45,52,"25,67",0.37,25,67,"36,104",0.35,36,104,"29,72",0.40,29,72,"14,31",0.45,14,31,0,0,0,0,"28,72","16,23","68,121",276,0,0,0,0,0,0,0,13,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Phil Sedalis,,,,47,47,211,68,78,73,13,2,16,27,4,5,26,12,11,6,0,5,0,0,0,2,0,3,0,0.444,143,248,17,.647,.370,.678,99,1,0,0,0,0,0,0,0,100,1.000,0,.000,11,6,47,54,"22,59",0.37,22,59,"49,117",0.42,49,117,"32,74",0.43,32,74,"12,35",0.34,12,35,0,0,0,0,"17,38","20,27","76,131",387,0,0,0,0,0,0,0,12,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Eric Sabato,,,,20,20,77,22,21,10,2,0,0,10,0,6,7,1,2,5,4,3,0,0,0,0,1,1,0,0.385,23,100,7,.286,.273,.299,29,0,0,0,0,0,0,0,0,29,1.000,0,.000,5,3,28,24,"4,25",0.16,4,25,"9,38",0.24,9,38,"4,25",0.16,4,25,"3,18",0.17,3,18,0,0,0,0,"10,19","5,6","25,48",34,0,0,0,0,0,0,0,15,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Jason Morgan,,,,48,48,216,54,80,60,17,1,6,23,0,6,24,8,6,3,2,3,0,0,0,1,0,2,0,0.440,117,250,9,.667,.370,.542,113,7,1,0,0,0,0,3,0,121,.992,0,.000,6,16,67,42,"31,81",0.38,31,81,"52,136",0.38,52,136,"32,85",0.38,32,85,"11,35",0.31,11,35,0,0,0,0,"20,48","21,31","90,152",115,0,0,0,0,0,0,0,17,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Brayden Davis,,,,43,43,185,48,57,43,11,1,7,21,0,3,30,6,5,5,1,5,0,0,0,2,1,2,0,0.379,91,215,10,.500,.308,.492,26,61,11,0,0,0,0,4,0,98,.888,0,.000,10,9,23,69,"19,67",0.28,19,67,"32,108",0.30,32,108,"22,70",0.31,22,70,"9,31",0.29,9,31,0,0,0,0,"20,38","13,16","56,125",120,0,0,0,0,0,0,0,13,49,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,.000,2,1,0,"0,1",0,"0,1",0,"0,1"
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Nick Struble,,,,39,31,111,33,45,29,8,1,3,22,0,6,26,6,2,0,1,1,1,0,0,3,0,3,0,0.521,64,142,2,1.000,.405,.577,69,3,0,0,0,0,0,8,0,72,1.000,0,.000,4,1,23,15,"15,38",0.39,15,38,"25,60",0.42,25,60,"16,42",0.38,16,42,"5,14",0.36,5,14,0,0,0,0,"17,31","7,11","48,77",50,0,0,0,72,0,0,0,8,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Dave Appolonia,,,,19,10,46,7,10,11,2,0,0,7,0,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0.390,12,59,0,.000,.217,.261,21,1,4,0,0,0,0,1,0,26,.846,0,.000,3,2,10,9,"2,12",0.17,2,12,"8,26",0.31,8,26,"5,18",0.28,5,18,"5,10",0.50,5,10,0,0,0,0,"4,12","4,6","16,30",39,0,0,0,20,0,0,0,6,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Karson Harcourt,,,,41,40,136,38,44,34,12,0,0,24,0,11,12,8,1,2,10,3,0,0,0,1,0,2,0,0.454,56,184,3,.333,.324,.412,316,18,5,9,0,27,10,2,0,339,.985,37,.730,5,8,38,50,"17,48",0.35,17,48,"26,84",0.31,26,84,"17,59",0.29,17,59,"15,25",0.60,15,25,0,0,0,0,"12,27","13,18","63,105",58,0,0,0,0,0,0,0,30,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Kevin Cole,,,,17,5,17,3,2,3,0,0,0,0,0,4,6,2,1,0,0,1,0,0,0,0,0,2,0,0.273,2,22,1,1.000,.118,.118,2,8,1,0,0,0,0,1,0,11,.909,0,.000,0,0,4,6,"2,7",0.29,2,7,"2,11",0.18,2,11,"2,8",0.25,2,8,"0,2",0,0,2,0,0,0,0,"0,4","1,3","5,13",5,0,0,0,10,0,0,0,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,baseball,Rowan,Chris Serrano,,,,30,21,82,23,26,20,3,2,0,12,0,7,19,4,5,3,8,1,0,0,0,1,0,1,0,0.441,33,110,8,.625,.317,.402,41,47,8,0,0,0,0,10,0,96,.917,0,.000,1,2,25,18,"9,29",0.31,9,29,"17,48",0.35,17,48,"13,37",0.35,13,37,"7,17",0.41,7,17,0,0,0,0,"8,22","8,13","37,64",32,0,0,0,4,0,0,0,15,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
