conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Annette Doren,,,,13,13,0,7,0,0,0,0,21,0,2,1,0,0,0,4,4,0,0,0,0,0,0,0,0,25,37,24,15,775:00,22,0,1.000,42,64,12,42,12,30,.656,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Mariana Melgoza,,,,19,19,0,4,0,0,0,0,16,0,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,19,4,22,10,1137:00,26,0,1.000,55,73,9,46,18,28,.753,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Morgan Massey,,,,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,1,7,2,520:00,20,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Elle Carlisle,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Clare Alic,,,,18,17,0,19,0,0,0,3,50,2,7,3,0,0,0,1,3,0,0,0,0,0,0,0,0,46,73,43,20,1017:00,26,0,1.000,93,128,31,70,14,56,.727,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Kelly Carver,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Ella Szalay,,,,15,3,0,1,0,0,0,1,14,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,17,22,15,7,227:00,5,0,1.000,29,36,3,23,4,19,.806,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Carly Kern,,,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,13,0,5,11,1017:00,26,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Ella Steen,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Sarah Zoul,,,,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,0,13,6,842:00,6,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Addie Henderson,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Mia Macron,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Rennick Mellon,,,,19,16,0,10,0,0,0,1,18,0,1,1,0,0,0,5,6,0,0,0,0,0,0,0,0,25,59,35,10,999:00,40,0,1.000,33,47,13,20,1,19,.702,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Lauren Comack,,,,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,39,0,12,30,1137:00,26,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Kaitlyn Byerly,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Kaidyn Watson,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Madie Tomei,,,,13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,3,13,0,105:00,0,0,1.000,9,12,1,8,2,6,.750,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Izzy Medrick,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,11,4,3,00:00,0,0,1.000,2,4,0,2,1,1,.500,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Baldwin Wallace,Kate Vitale,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,15:00,0,0,1.000,1,2,0,0,0,0,.500,,,,,,,,,,,,,,
