season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Megan Kurian,Megan,Kurian,,30190,Megan Kurian,"KURIAN,MEGAN",Penn College,PCT,2220-1710,2,2,19,0,19,0,0,8,10,9,1,4,0,0,5.00,4.00,4.50,2.000,.500,4,0,0,0,2,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,145:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,27.779270489028647,1,99
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Camryn Lobb,Camryn,Lobb,,30190,Camryn Lobb,"LOBB,CAMRYN",Penn College,PCT,2220-2129,2,2,05,0,05,0,0,5,7,6,0,3,0,0,3.50,2.50,3.00,1.500,.000,2,0,0,0,0,1,1,.500,0,0,1,0,.00,.50,.00,.00,0,,121:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,16.056087378727362,2,99
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Brandywine,"Henderson, Larkin",Larkin,Henderson,,30189,"Henderson, Larkin","HENDERSON,LARKIN",Penn State Brandywine,PSW,0,2,1,3,0,3,0,0,6,8,4,0,2,0,0,4.00,3.00,2.00,1.000,.000,4,0,0,0,1,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,127:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.501118466252525,3,99
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Brandywine,"McDonnell, Lauren",Lauren,McDonnell,,30189,"McDonnell, Lauren","MCDONNELL,LAUREN",Penn State Brandywine,PSW,0,2,2,10,0,10,0,0,4,6,3,1,1,0,0,3.00,2.00,1.50,.500,.500,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,170:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.09674119847826,4,98
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Quince, Ella",Ella,Quince,,1305,"Quince, Ella","QUINCE,ELLA",Cairn University,CAI,1236-2125,2,2,23,0,23,0,0,4,4,4,0,2,0,0,2.00,2.00,2.00,1.000,.000,2,0,0,0,1,0,1,.500,1,0,0,0,.50,.00,.00,.00,0,,103:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,10.638940593930847,5,98
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Smith, Josey",Josey,Smith,,1305,"Smith, Josey","SMITH,JOSEY",Cairn University,CAI,1236-2187,2,2,27,0,27,0,0,2,5,3,1,1,0,0,2.50,1.00,1.50,.500,.500,1,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,144:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,10.23456332615658,6,98
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Berks,"Ortiz, Ava",Ava,Ortiz,,30044,"Ortiz, Ava","ORTIZ,AVA",Penn State Berks,PSB,1243-2191,2,2,3,0,3,0,0,1,2,3,1,1,0,0,1.00,.50,1.50,.500,.500,0,0,0,0,0,1,0,.000,1,0,1,0,.50,.50,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.803474389995742,7,97
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Brandywine,"Rivera, Jenna",Jenna,Rivera,,30189,"Rivera, Jenna","RIVERA,JENNA",Penn State Brandywine,PSW,0,2,0,14,0,14,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,43:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.803474389995742,8,97
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Ella Garman,Ella,Garman,,30190,Ella Garman,"GARMAN,ELLA",Penn College,PCT,2220-1960,2,2,24,0,24,0,0,4,6,1,1,0,0,0,3.00,2.00,.50,.000,.500,4,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,139:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,6.1106833498425805,9,97
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Cairn University,"Condurso, Juliana",Juliana,Condurso,,1305,"Condurso, Juliana","CONDURSO,JULIANA",Cairn University,CAI,1236-2186,2,2,5,0,5,0,0,3,4,1,1,0,0,0,2.00,1.50,.50,.000,.500,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,97:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,5.679594413681742,10,96
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Cedar Crest College,"Chambers, Camille",Camille,Chambers,,14795,"Chambers, Camille","CHAMBERS,CAMILLE",Cedar Crest College,CED,1303-1000,1,1,11,0,11,0,0,1,1,1,1,0,0,0,1.00,1.00,1.00,.000,1.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.817416541360064,11,96
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Notre Dame of Maryland,"Busick, Alex",Alex,Busick,,8600,"Busick, Alex","BUSICK,ALEX",Notre Dame of Maryland,NDM,48-820,1,1,2,0,2,0,0,2,4,2,0,1,0,0,4.00,2.00,2.00,1.000,.000,1,0,0,0,1,1,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.790704872973492,12,96
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Brandywine,"Fluckey, Addisyn",Addisyn,Fluckey,,30189,"Fluckey, Addisyn","FLUCKEY,ADDISYN",Penn State Brandywine,PSW,0,2,2,19,0,19,0,0,2,6,2,0,1,0,0,3.00,1.00,1.00,.500,.000,1,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,165:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.790704872973492,13,95
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Berks,"Morales, Stephanie",Stephanie,Morales,,30044,"Morales, Stephanie","MORALES,STEPHANIE",Penn State Berks,PSB,1243-2201,2,2,21,0,21,0,0,2,6,2,0,1,0,0,3.00,1.00,1.00,.500,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,165:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.790704872973492,14,95
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Harrisburg,Ella Shirk,Ella,Shirk,,30081,Ella Shirk,"SHIRK,ELLA",Penn State Harrisburg,PSH,1244-1970,2,2,7,0,7,0,0,0,0,1,1,0,0,0,.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,159:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.3863276051992255,15,95
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Erin Galanaugh,Erin,Galanaugh,,30190,Erin Galanaugh,"GALANAUGH,ERIN",Penn College,PCT,2220-1552,2,2,03,0,03,0,0,0,0,1,1,0,0,0,.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,102:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.3863276051992255,16,94
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Eva White,Eva,White,,30190,Eva White,"WHITE,EVA",Penn College,PCT,2220-2128,2,0,04,0,04,0,0,0,0,1,1,0,0,0,.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,77:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.3863276051992255,17,94
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Holly Herbert,Holly,Herbert,,30190,Holly Herbert,"HERBERT,HOLLY",Penn College,PCT,2220-1535,2,1,31,0,31,0,0,0,2,1,1,0,0,0,1.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,68:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.3863276051992255,18,94
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),"Shaw, Sidney",Sidney,Shaw,,611,"Shaw, Sidney","SHAW,SIDNEY",St. Mary's (Md.),SMCM,659-3881,3,2,11,0,11,0,0,0,1,1,1,0,0,0,.33,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,202:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.3863276051992255,19,94
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Cedar Crest College,"Alvarado, Jasmin",Jasmin,Alvarado,,14795,"Alvarado, Jasmin","ALVARADO,JASMIN",Cedar Crest College,CED,1303-884,1,0,21,0,21,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,29:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.359615936812652,20,94
2026-27,wsoc,North Eastern Athletic Conference,north_eastern_athletic_c,Penn State Berks,"Carpenter, Anika",Anika,Carpenter,,30044,"Carpenter, Anika","CARPENTER,ANIKA",Penn State Berks,PSB,1243-2194,2,0,5,0,5,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,1,1,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,86:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,4.359615936812652,21,93
