season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats,fielding_stats
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Owen Bernhardt,Owen,Bernhardt,,800,Owen Bernhardt,0,0UWP,2,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,3,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,1,0,0,2,"0,2",0,0,2,"0,3",0,0,3,"0,3",0,0,3,0,0,0,0,0,0,0,0,0,0,"1,3",0,0,0,0,1,0,0,0,0,2,0,,UW-Platteville,UWP,1132-3045,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Aiden Schaapveld,Aiden,Schaapveld,,800,Aiden Schaapveld,0,0UWP,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3059,False,6,1,1,0,0,0,0,0,0,0,1.2,6,0,2,3,1,0,0,0.00,13,15,1,0,0,0,0,0,0,2,.462,1,1,0,"0,2","6,9","2,3",0,"5,7",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Tyler Steinke,Tyler,Steinke,,800,Tyler Steinke,0,0UWP,1,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3060,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Wyatt Fischer,Wyatt,Fischer,,800,Wyatt Fischer,0,0UWP,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,1,0,0,0,0.000,2,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-2692,False,6,1,0,0,0,1,0,0,0,0,5.1,3,3,4,4,1,0,1,5.06,18,24,1,1,0,1,0,0,0,2,.333,5,4,0,"2,4","2,3","2,3",0,"0,1",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,William Hough,William,Hough,,800,William Hough,0,0UWP,2,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,0,0,0,1,1,0,0,2,1.000,2,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-188,False,3,1,1,1,0,0,0,0,0,0,7.1,5,5,6,3,0,0,1,6.14,24,32,0,2,0,0,0,0,0,2,.125,10,8,0,"1,4","0,3","2,5",0,"1,4",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Pierce Nelson,Pierce,Nelson,,800,Pierce Nelson,0,0UWP,5,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,7,0,0,0,3,1,0,0,8,1.000,4,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-2702,False,16,1,4,2,1,1,1,1,0,0,24.0,9,9,12,20,3,2,1,3.38,83,101,2,2,0,4,0,0,0,10,.193,31,18,1,"1,7","0,7","0,3",0,"1,9",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Daniel Ureno,Daniel,Ureno,,800,Daniel Ureno,0,0UWP,3,0,,,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,2,3,0,.000,.667,.667,0,1,0,0,0,0,0,1,0,1,1.000,0,.000,,0,0,1,0,"1,2",0.50,1,2,"1,2",0.50,1,2,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,"1,1",0,"1,2",0,0,0,0,"1,1",1.00,1,1,0,1,0,,UW-Platteville,UWP,1132-3062,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Charley Rowan,Charley,Rowan,,795,Charley Rowan,0,0WIS.-LA,16,16,,,62,13,19,9,1,0,0,5,0,1,6,3,5,1,6,1,0,0,0,1,0,1,0,0.362,20,75,6,.833,.306,.323,13,38,5,0,0,0,0,5,0,56,.911,0,.000,,7,2,19,19,"5,20",0.25,5,20,"10,28",0.36,10,28,"6,17",0.35,6,17,"3,9",0.33,3,9,0,0,0,0,"10,17","5,7","22,37",4,0,0,0,0,0,0,0,11,16,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Chris Calico,Chris,Calico,,795,Chris Calico,0,0WIS.-LA,18,18,,,64,18,20,9,4,1,1,18,0,2,13,6,10,3,1,0,0,0,0,0,0,0,0,0.476,29,85,13,.769,.313,.453,35,1,0,0,0,0,0,0,0,36,1.000,0,.000,,3,1,10,19,"5,21",0.24,5,21,"10,34",0.29,10,34,"6,22",0.27,6,22,"7,13",0.54,7,13,0,0,0,0,"15,29","3,4","21,41",0,0,0,0,0,0,0,0,4,20,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Luke Walton,Luke,Walton,,795,Luke Walton,0,0WIS.-LA,14,14,,,50,10,13,9,2,1,1,5,0,4,13,2,2,0,1,0,0,0,0,0,0,1,0,0.373,20,60,2,1.000,.260,.400,69,5,0,0,0,0,0,8,0,74,1.000,0,.000,,0,2,15,10,"2,18",0.11,2,18,"6,29",0.21,6,29,"5,20",0.25,5,20,"1,10",0.10,1,10,0,0,0,0,"10,14","4,9","12,31","1,2",0.50,1,2,0,0,0,0,6,16,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Emiliano Ramos,Emiliano,Ramos,,795,Emiliano Ramos,0,0WIS.-LA,16,16,,,57,9,13,9,1,0,2,5,0,5,11,3,3,2,1,1,0,0,0,0,0,2,0,0.338,20,69,5,.600,.228,.351,26,39,0,0,0,0,0,10,0,65,1.000,0,.000,,3,2,15,17,"4,18",0.22,4,18,"6,36",0.17,6,36,"4,20",0.20,4,20,"4,12",0.33,4,12,0,0,0,0,"5,10","5,5","17,40",0,0,0,0,0,0,0,0,9,9,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Brady Lash,Brady,Lash,,795,Brady Lash,0,0WIS.-LA,18,17,,,66,13,25,11,6,0,0,9,0,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0.468,31,77,3,1.000,.379,.470,34,1,2,0,0,2,0,0,0,37,.946,2,1.000,,0,3,24,16,"4,17",0.24,4,17,"16,40",0.40,16,40,"12,27",0.44,12,27,"5,14",0.36,5,14,0,0,0,0,"5,11","4,6","29,46",36,0,0,0,0,0,0,0,6,16,0,,UW-La Crosse,WIS.-LA,0,False,2,1,0,1,0,0,0,0,0,0,2.2,1,0,3,4,0,0,0,0.00,9,12,0,0,0,0,0,0,1,0,.222,0,3,0,"0,2","2,5",0,0,"2,4",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Keegan Fleischman,Keegan,Fleischman,,795,Keegan Fleischman,0,0WIS.-LA,14,14,,,37,10,12,5,4,0,0,8,0,2,11,1,3,1,2,0,0,0,0,0,0,0,0,0.468,16,49,4,.750,.324,.432,20,33,3,0,0,0,0,6,0,56,.946,0,.000,,2,1,8,6,"3,11",0.27,3,11,"7,20",0.35,7,20,"4,13",0.31,4,13,"2,7",0.29,2,7,0,0,0,0,"9,15","3,4","13,24",0,0,0,0,0,0,0,0,4,12,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Sam Viniard,Sam,Viniard,,795,Sam Viniard,0,0WIS.-LA,15,12,,,44,13,18,11,1,0,1,5,0,1,4,1,1,1,0,1,0,0,0,1,0,1,0,0.471,22,51,2,.500,.409,.500,41,1,2,0,0,0,0,6,0,44,.955,0,.000,,1,0,13,9,"5,15",0.33,5,15,"9,20",0.45,9,20,"8,16",0.50,8,16,"4,9",0.44,4,9,0,0,0,0,"7,12","3,4","14,22",1,0,0,0,1,0,0,0,3,8,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Calvin Hargrove,Calvin,Hargrove,,795,Calvin Hargrove,0,0WIS.-LA,11,9,,,34,4,6,2,1,0,0,4,0,0,6,2,0,2,0,0,0,0,0,1,2,1,0,0.263,7,38,2,.000,.176,.206,87,7,0,1,0,3,3,0,0,94,1.000,6,.500,,1,2,10,10,"0,7",0,0,7,"3,19",0.16,3,19,"2,12",0.17,2,12,"1,8",0.13,1,8,0,0,0,0,"3,8","1,1","12,21","0,1",0,0,1,1,0,0,0,5,6,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Brady Burrill,Brady,Burrill,,795,Brady Burrill,0,0WIS.-LA,16,13,,,45,12,18,18,6,1,2,5,0,0,9,2,4,0,4,1,0,0,0,0,2,1,0,0.451,32,55,4,1.000,.400,.711,22,2,1,0,0,0,0,0,0,25,.960,0,.000,,1,2,13,9,"2,7",0.29,2,7,"13,26",0.50,13,26,"8,16",0.50,8,16,"4,10",0.40,4,10,0,0,0,0,"5,11","9,12","20,32",2,0,0,0,"1,1",1.00,1,1,7,2,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Owen Deprez,Owen,Deprez,,795,Owen Deprez,0,0WIS.-LA,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,1,0,0,2,1,0,0,5,.800,3,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,22,1,3,2,1,0,0,0,0,0,26.1,9,6,12,33,4,0,0,2.05,101,114,2,1,0,0,0,0,0,11,.218,24,20,0,"3,4","4,12","1,3",0,"2,5",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Austin Olla,Austin,Olla,,795,Austin Olla,0,0WIS.-LA,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,0,0,1,0,3,.667,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,4,1,0,1,1,0,0,0,0,0,12.2,2,2,5,12,2,0,0,1.42,40,48,0,1,0,1,1,0,0,3,.100,15,9,0,"0,3","0,2","0,1",0,"0,5",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Logan Zickert,Logan,Zickert,,795,Logan Zickert,0,0WIS.-LA,5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,0,1,0,0,2,1.000,1,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,19,1,1,0,1,1,0,0,0,0,12.2,8,7,4,11,1,0,2,4.97,55,62,0,2,0,1,0,0,0,4,.345,13,12,0,"0,1","1,2","1,2",0,"2,3",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Andrew Palm,Andrew,Palm,,795,Andrew Palm,0,0WIS.-LA,13,12,,,44,8,14,12,8,0,1,6,0,3,11,3,1,1,0,0,0,0,0,0,0,1,0,0.434,25,53,2,.500,.318,.568,77,9,0,1,0,6,5,0,0,86,1.000,11,.545,,1,0,8,10,"6,13",0.46,6,13,"13,30",0.43,13,30,"7,19",0.37,7,19,"1,6",0.17,1,6,0,0,0,0,"0,7","3,5","18,33",22,0,0,0,3,0,0,0,1,6,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Gabe Bockhop,Gabe,Bockhop,,795,Gabe Bockhop,0,0WIS.-LA,1,0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,"1,1","1,1",0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,AJ Curtis,AJ,Curtis,,795,AJ Curtis,0,0WIS.-LA,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,0,0,0,1,3,0,0,3,1.000,4,.250,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,22,1,5,2,2,0,1,1,0,0,33.1,14,11,9,32,6,0,1,2.97,116,132,1,5,0,0,2,0,0,7,.190,19,40,0,"1,8","0,5","0,7",0,"2,10",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Keagan Wheeler,Keagan,Wheeler,,795,Keagan Wheeler,0,0WIS.-LA,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,3,1,0,1,0,0,0,0,0,0,3.2,1,0,0,6,1,0,0,0.00,14,14,0,0,0,0,0,0,0,4,.214,0,5,0,"0,3","1,7","1,5",0,"0,4",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Aaron Schwechler,Aaron,Schwechler,,795,Aaron Schwechler,0,0WIS.-LA,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,2,0,0,0,0,0,0,0,3,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,2,1,0,0,0,0,0,0,0,0,7.0,1,0,3,10,0,0,0,0.00,23,28,3,1,0,1,0,0,0,4,.087,7,4,0,"3,5","0,10","0,7",0,"0,6",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Sean Reilly,Sean,Reilly,,795,Sean Reilly,0,0WIS.-LA,6,1,,,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,5,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,1,"0,2",0,0,2,"0,3",0,0,3,"0,2",0,0,2,0,0,0,0,0,0,0,0,"0,1",0,"0,3",0,0,0,0,"0,1",0,0,1,0,2,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Ethan Pettis,Ethan,Pettis,,795,Ethan Pettis,0,0WIS.-LA,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,2,2,0,0,2,.500,4,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,20,1,3,2,1,0,0,0,0,0,21.2,9,8,8,21,4,0,0,3.32,83,93,0,2,0,0,0,0,0,7,.241,19,20,0,"3,6","5,12","2,4",0,"2,6",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Chayce Osterhaus,Chayce,Osterhaus,,795,Chayce Osterhaus,0,0WIS.-LA,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,3,1,0,0,1,2,1,0,5,.800,3,.333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,27,1,5,2,0,0,0,0,0,0,27.0,10,9,8,23,3,1,2,3.00,102,114,0,4,0,0,0,0,0,10,.265,27,25,0,"0,2","0,1","0,2",0,"0,2",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Carter Gilhausen,Carter,Gilhausen,,795,Carter Gilhausen,0,0WIS.-LA,3,0,,,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,2,2,0,.000,.500,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,1,"1,1",1.00,1,1,"1,2",0.50,1,2,0,0,0,0,"0,1",0,0,1,0,0,0,0,0,0,"1,2",0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Evan Schmidt,Evan,Schmidt,,795,Evan Schmidt,0,0WIS.-LA,15,10,,,44,5,9,5,3,0,0,2,0,1,7,1,0,1,0,0,0,0,0,1,0,1,0,0.255,12,47,1,.000,.205,.273,17,0,0,0,0,0,0,1,0,17,1.000,0,.000,,0,1,13,15,"2,15",0.13,2,15,"6,27",0.22,6,27,"5,19",0.26,5,19,"1,11",0.09,1,11,0,0,0,0,"3,7","2,5","10,29",7,0,0,0,5,0,0,0,3,14,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,AJ Clark,AJ,Clark,,795,AJ Clark,0,0WIS.-LA,1,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,1,1,0,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,Trace Vrbancic,Trace,Vrbancic,,795,Trace Vrbancic,0,0WIS.-LA,3,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-La Crosse,WIS.-LA,0,False,4,1,1,0,1,1,0,0,0,0,8.0,1,1,6,8,1,0,0,1.13,25,35,0,3,0,1,0,0,0,6,.160,8,6,0,"2,4","1,6","1,4",0,"1,5",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-La Crosse,AJ Levy,AJ,Levy,,795,AJ Levy,0,0WIS.-LA,11,5,,,23,2,8,4,0,1,0,1,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0.385,10,27,0,.000,.348,.435,5,1,0,0,0,0,0,0,0,6,1.000,0,.000,,0,1,7,6,"6,10",0.60,6,10,"3,12",0.25,3,12,"2,7",0.29,2,7,"3,6",0.50,3,6,0,0,0,0,"2,5","2,3","5,14",0,0,0,0,1,0,0,0,2,4,0,,UW-La Crosse,WIS.-LA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
