conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_ground_balls,z_misc_stats_caused_turnovers,z_misc_stats_turnovers,z_penalty_stats_minutes,composite_score,rank,rating
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Baldwin Wallace,Bennet Trout,,,,18,18,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,35.0,15.0,1035:00,62.0,0.0,1.0,,,,,,,,,,,,,,,84.0,135.0,0.0,96.0,43.0,53.0,0.622,5.6964889280027045,4.402091968432041,7.453415212716723,2.0689850111822294,2.038067104833702,2.807324501864256,0.0,14.54473898570912,1,99
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Mount Union,Talen Osmun,,,,17,17,0.0,0.0,0.0,0.0,0.0,2.0,26.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,24.0,8.0,1007:00,110.0,0.0,1.0,,,,,,,,,,,,,,,104.0,150.0,0.0,83.0,12.0,71.0,0.693,4.8489236444052874,6.074834479366909,1.6774710830595119,0.3929622144706003,0.7329326496878299,1.6138544658766532,0.0,10.575247658937341,2,96
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Ohio Northern,Colin Willits,,,,21,21,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,52.0,0.0,27.0,20.0,1244:00,104.0,0.0,1.0,,,,,,,,,,,,,,,81.0,125.0,0.0,68.0,13.0,55.0,0.648,3.870963701792882,4.587952247424804,1.8637918614355509,2.0689850111822294,2.970306001366468,1.939346293873272,0.0,9.582028588952912,3,94
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Baldwin Wallace,Noah Dodgion,,,,18,18,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,39.0,0.0,22.0,2.0,1079:00,47.0,0.0,1.0,,,,,,,,,,,,,,,90.0,136.0,0.0,71.0,15.0,56.0,0.662,4.066555690315363,4.680882386921185,2.236433418187629,1.3176644471390855,-0.3857540261514893,1.396859913878907,0.0,9.09759415332837,4,93
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Ohio Northern,Mitchel Luck,,,,21,20,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,22.0,7.0,1184:00,104.0,0.0,1.0,,,,,,,,,,,,,,,57.0,98.0,0.0,62.0,25.0,37.0,0.582,3.4797797247479205,2.9152097364899365,4.099641201948019,1.606633894847987,0.5464848703812767,1.396859913878907,0.0,8.7688880193207,5,92
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Baldwin Wallace,Paxton Allison,,,,17,17,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,35.0,0.0,16.0,12.0,1019:00,47.0,0.0,1.0,,,,,,,,,,,,,,,62.0,110.0,0.0,59.0,25.0,34.0,0.564,3.2841877362254395,2.636419318000792,4.099641201948019,1.0864888889719642,1.4787237669140427,0.7458762578856691,0.0,8.73428532560122,6,92
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Ohio Northern,Caleb Bennett,,,,21,21,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,41.0,7.0,1244:00,104.0,0.0,1.0,,,,,,,,,,,,,,,53.0,76.0,0.0,61.0,31.0,30.0,0.697,3.414582395240427,2.264698760015266,5.217565872204254,1.8956033425568886,0.5464848703812767,3.458308157857494,0.0,8.227940714534068,7,91
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Marietta,Nate Neal,,,,16,15,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,49.0,47.0,0.0,27.0,3.0,898:00,95.0,92.0,1.0,,,,,,,,,,,,,,,87.0,147.0,0.0,60.0,14.0,46.0,0.592,3.349385065732933,3.75158099195737,2.05011263981159,1.780015563473328,-0.1993062468449361,1.939346293873272,0.0,7.484202984606151,8,90
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Mount Union,Spencer Logsdon,,,,17,17,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,4.0,1007:00,110.0,0.0,1.0,,,,,,,,,,,,,,,57.0,81.0,0.0,60.0,24.0,36.0,0.704,3.349385065732933,2.822279596993555,3.9133204235719807,0.3929622144706003,-0.012858467538382922,2.59032994986651,0.0,7.4244321839612235,9,90
oac,Ohio Athletic Conference (OAC),2025-26,mlax,Otterbein,Max Graham,,,,14,13,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,17.0,6.0,780:00,0.0,0.0,1.0,,,,,,,,,,,,,,,81.0,136.0,0.0,54.0,10.0,44.0,0.596,2.9582010886879715,3.565720712964607,1.3048295263074337,1.1442827785137444,0.3600370910747235,0.8543735338845422,0.0,6.833704874797584,10,89
