conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Demeo, Caroline",,0,2,26,4,0,,0,0,0,0,0,0,0,0,0,15,30:00,0,0,0,0,0,0,15,0,3,3,.000,0,12,14,-2,26,0,21,3,3,0,0.00,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Goode, Kenzley",,0,3,26,12,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,16,15,1,24,0,20,3,3,0,0.00,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"DeSouza, Maddie",,0,6,24,9,0,,0,0,0,0,0,0,1,0,0,27,62:00,0,0,1,0,0,0,26,11,29,40,.275,2.64,10,19,-9,37,0,36,4,3,1,0.03,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Edmunds, Emily",,0,7,26,10,0,,0,1,0,1,0,0,2,0,0,9,18:00,0,0,0,0,0,0,9,13,14,27,.481,1.08,20,19,1,17,0,55,6,3,3,0.05,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Jones, Tabby",,0,9,26,6,0,,0,0,0,1,1,0,0,1,0,3,06:00,0,0,0,0,0,0,3,7,5,12,.583,0.71,12,23,-11,9,0,38,9,6,3,0.08,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Norman, Loreli",,0,10,26,5,0,,0,0,0,1,0,0,1,0,0,8,19:00,0,0,0,0,0,1,7,129,182,311,.415,1.41,9,16,-7,23,0,35,8,6,2,0.06,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Price, Molly",,0,11,7,3,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,3,3,6,.500,1.00,5,6,-1,2,0,6,3,1,2,0.33,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Iantosca, Ava",,0,12,26,13,0,,0,0,0,2,1,0,2,0,0,20,54:00,0,0,1,0,0,2,17,292,248,540,.541,0.85,16,24,-8,33,0,64,15,8,7,0.11,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Pollard, Olivia",,0,13,15,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,1,0,1,1.000,0,0,1,-1,3,0,5,0,0,0,0.00,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Stuart, Mallory",,0,14,24,4,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,8,18,-10,22,0,5,3,3,0,0.00,0,0,,,,,,,,,,,,,,,,,
