season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Michael Salzillo,Michael,Salzillo,,145,Michael Salzillo,0,0CLARK UN,17,17,,,60,21,16,15,2,1,3,16,0,3,12,5,6,1,3,0,0,0,0,0,1,0,0,0.443,29,82,7,.857,.267,.483,37,0,1,0,0,0,0,0,0,38,.974,0,.000,,4,4,20,11,"6,17",0.35,6,17,"10,27",0.37,10,27,"8,20",0.40,8,20,"2,7",0.29,2,7,0,0,0,0,"7,19","2,6","22,36",11,0,0,0,0,0,0,0,4,8,0,,Clark,CLARK UN,1134-2040,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Dom Mariani,Dom,Mariani,,145,Dom Mariani,0,0CLARK UN,17,17,,,75,23,25,24,4,1,5,7,0,7,11,3,2,0,0,0,0,0,0,0,0,1,0,0.438,46,89,2,1.000,.333,.613,7,35,2,0,0,0,0,4,0,44,.955,0,.000,,2,0,10,27,"11,27",0.41,11,27,"14,49",0.29,14,49,"11,30",0.37,11,30,"2,7",0.29,2,7,0,0,0,0,"6,12","1,6","26,56",14,0,0,0,0,0,0,0,5,19,0,,Clark,CLARK UN,1134-1791,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Michael Soares,Michael,Soares,,145,Michael Soares,0,0CLARK UN,17,17,,,67,22,28,27,6,0,8,15,0,1,19,9,0,1,0,0,0,0,0,0,0,0,0,0.530,58,83,1,.000,.418,.866,4,0,0,0,0,0,0,0,0,4,1.000,0,.000,,2,2,7,10,"14,26",0.54,14,26,"21,41",0.51,21,41,"14,28",0.50,14,28,"3,6",0.50,3,6,0,0,0,0,"3,12","3,6","27,44",35,0,0,0,0,0,0,0,1,13,0,,Clark,CLARK UN,1134-1794,False,2,1,0,0,0,0,0,0,0,0,2.0,3,3,3,2,0,0,1,13.50,8,13,1,2,0,0,0,0,0,1,.250,2,2,0,"1,1","1,5","0,1",0,"0,2",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Myles Fournier,Myles,Fournier,,145,Myles Fournier,0,0CLARK UN,15,12,,,46,11,15,10,2,1,0,10,0,1,16,5,0,0,0,2,0,0,0,0,0,1,0,0.441,19,59,0,.000,.326,.413,88,6,2,0,0,0,0,13,0,96,.979,0,.000,,1,0,10,6,"9,19",0.47,9,19,"10,26",0.38,10,26,"7,18",0.39,7,18,"0,4",0,0,4,0,0,0,0,"4,10","4,5","19,34",1,0,0,0,"0,1",0,0,1,6,8,0,,Clark,CLARK UN,1134-2155,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Cole Camara,Cole,Camara,,145,Cole Camara,0,0CLARK UN,17,17,,,59,17,23,20,2,0,3,9,0,8,14,7,5,0,0,2,0,0,0,0,1,0,0,0.513,34,78,5,1.000,.390,.576,29,4,0,0,0,0,0,0,0,33,1.000,0,.000,,1,3,12,11,"10,22",0.45,10,22,"16,37",0.43,16,37,"11,28",0.39,11,28,"4,8",0.50,4,8,0,0,0,0,"3,10","5,9","28,46",46,0,0,0,0,0,0,0,5,13,0,,Clark,CLARK UN,1134-2154,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Brayden Hollinrake,Brayden,Hollinrake,,145,Brayden Hollinrake,0,0CLARK UN,14,14,,,47,11,19,14,3,0,2,6,0,2,8,4,1,0,0,1,0,0,0,1,0,1,0,0.482,28,56,1,1.000,.404,.596,64,3,2,1,1,17,2,1,0,69,.971,19,.895,,3,3,8,11,"7,17",0.41,7,17,"13,34",0.38,13,34,"9,27",0.33,9,27,"3,6",0.50,3,6,0,0,0,0,"6,8","2,6","18,35",18,0,0,0,0,0,0,0,5,19,0,,Clark,CLARK UN,1134-1789,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Brad Andreola,Brad,Andreola,,145,Brad Andreola,0,0CLARK UN,8,0,,,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.000,0,1,2,1.000,.000,.000,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,0,0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,1,0,0,0,,Clark,CLARK UN,1134-2152,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Caleb Winkley,Caleb,Winkley,,145,Caleb Winkley,0,0CLARK UN,8,2,,,13,4,3,1,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0.375,3,16,0,.000,.231,.231,27,2,2,0,0,8,1,0,0,31,.935,9,.889,,1,0,2,4,"3,6",0.50,3,6,"3,7",0.43,3,7,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"2,5","0,1","4,7",0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2297,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Bennett Hewett,Bennett,Hewett,,145,Bennett Hewett,0,0CLARK UN,17,17,,,63,23,24,14,7,1,0,8,0,10,10,2,4,0,0,0,0,0,0,0,0,0,0,0.519,33,81,4,1.000,.381,.524,38,0,3,0,0,0,0,0,0,41,.927,0,.000,,2,3,12,14,"10,25",0.40,10,25,"13,34",0.38,13,34,"8,24",0.33,8,24,"2,3",0.67,2,3,0,0,0,0,"12,21","4,7","25,41",12,0,0,0,0,0,0,0,2,19,0,,Clark,CLARK UN,1134-2159,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Alfonso Jalil,Alfonso,Jalil,,145,Alfonso Jalil,0,0CLARK UN,15,14,,,55,11,15,17,3,0,2,6,0,1,10,3,0,0,2,0,0,0,0,1,1,1,0,0.355,24,64,0,.000,.273,.436,24,35,5,0,0,0,0,9,0,64,.922,0,.000,,2,3,15,15,"5,20",0.25,5,20,"12,34",0.35,12,34,"10,27",0.37,10,27,"3,8",0.38,3,8,0,0,0,0,"4,13","4,7","19,38",12,0,0,0,0,0,0,0,4,21,0,,Clark,CLARK UN,1134-2160,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
