season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Chas Caron,Chas,Caron,,145,Chas Caron,0,0CLARK UN,16,13,,,44,16,12,6,0,0,1,7,0,2,9,3,4,0,1,2,0,0,0,0,0,0,0,0.382,15,56,4,1.000,.273,.341,31,31,3,0,0,1,0,9,0,65,.954,1,1.000,,2,3,14,10,"5,14",0.36,5,14,"6,19",0.32,6,19,"4,14",0.29,4,14,"1,5",0.20,1,5,0,0,0,0,"3,11","2,4","17,28","1,1",1.00,1,1,0,0,0,0,5,10,0,,Clark,CLARK UN,1134-2033,False,5,1,0,1,0,1,0,0,0,0,3.1,2,2,2,4,2,0,0,5.40,14,16,0,0,1,0,0,0,0,0,.357,3,2,0,"1,3","3,9","1,1",0,"1,4",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Jacob Kline,Jacob,Kline,,145,Jacob Kline,0,0CLARK UN,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,2,0,0,8,1,0,0,2,.000,9,.889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2035,False,15,1,6,1,2,0,0,0,0,0,18.2,15,10,13,16,4,1,2,4.82,71,94,0,9,1,1,0,0,1,5,.211,27,11,0,"2,3","2,7","1,1",0,"1,2",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Robby Roth,Robby,Roth,,145,Robby Roth,0,0CLARK UN,7,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,1,0,0,5,0,0,0,6,.833,5,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2161,False,15,1,3,1,1,0,0,0,0,0,21.1,18,16,19,19,1,0,1,6.75,72,105,3,8,0,1,5,0,0,10,.208,23,20,0,"0,3","1,6","0,1",0,"0,2",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Theodore Allan,Theodore,Allan,,145,Theodore Allan,0,0CLARK UN,6,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,3,0,0,0,2,.500,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2285,False,12,1,1,1,0,0,0,0,0,0,9.1,14,7,11,12,3,1,0,6.75,43,56,3,1,0,0,1,0,0,3,.279,8,8,0,"3,3","2,7","0,4",0,"2,5",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Matthew Donahue,Matthew,Donahue,,145,Matthew Donahue,0,0CLARK UN,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,3,0,0,0,2,.500,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-1783,False,19,1,0,3,1,0,0,0,0,0,16.1,17,12,11,11,2,0,1,6.61,66,84,0,5,0,1,0,0,0,4,.288,14,21,1,"0,3","0,2","0,2",0,"1,3",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Tyler Montecalvo,Tyler,Montecalvo,,145,Tyler Montecalvo,0,0CLARK UN,2,0,,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,1,2,0,.000,.500,.500,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,1,1,0,0,0,0,0,"1,2",0.50,1,2,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,"1,1","1,2",0,0,0,0,"1,1",1.00,1,1,0,0,0,,Clark,CLARK UN,1134-2294,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Dominic Belle,Dominic,Belle,,145,Dominic Belle,0,0CLARK UN,4,0,,,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,5,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,2,2,0,0,0,0,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,"0,1",0,"1,2",0,0,0,0,2,0,0,0,1,0,0,,Clark,CLARK UN,1134-2153,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,James Rabbitt,James,Rabbitt,,145,James Rabbitt,0,0CLARK UN,4,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,2,0,0,1,0,2,0,4,.500,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2295,False,13,1,2,1,0,0,0,0,0,0,12.0,9,3,5,6,2,0,0,2.25,46,57,1,4,0,2,0,0,0,2,.283,11,13,0,"5,7","4,23","3,10",0,"0,8",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Nate Ullman,Nate,Ullman,,145,Nate Ullman,0,0CLARK UN,3,1,,,5,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,3,5,0,.000,.400,.600,11,2,0,1,0,1,0,0,0,13,1.000,1,1.000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,2,0,0,0,0,"1,4",0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,,Clark,CLARK UN,1134-2164,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Luke Costello,Luke,Costello,,145,Luke Costello,0,0CLARK UN,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,0,0,0,1,0,0,0,1,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2288,False,8,1,0,0,0,0,0,0,0,0,4.2,5,5,2,4,0,1,0,9.64,21,25,1,1,0,1,0,0,0,2,.381,7,3,0,"1,4","6,14","2,5",0,"4,9",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Andrew Reder,Andrew,Reder,,145,Andrew Reder,0,0CLARK UN,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-1793,False,0,1,0,0,0,0,0,0,0,0,1.0,2,2,1,0,0,0,0,18.00,3,5,0,1,0,0,0,0,0,0,.000,3,0,0,"0,1",0,"0,1",0,"0,1",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Andrew Mello,Andrew,Mello,,145,Andrew Mello,0,0CLARK UN,4,1,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0,2,0,.000,.000,.000,1,0,0,0,0,2,0,0,0,1,1.000,2,1.000,,0,1,1,0,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,"1,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2292,False,5,1,0,0,0,0,0,0,0,0,3.0,7,7,2,4,1,0,1,21.00,12,18,0,3,0,1,0,0,0,2,.417,2,2,0,"2,3","2,8","1,1",0,"0,2",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Michael Benway,Michael,Benway,,145,Michael Benway,0,0CLARK UN,7,3,,,10,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,2,12,0,.000,.200,.200,10,8,0,0,0,0,0,0,0,18,1.000,0,.000,,1,2,3,4,"0,4",0,0,4,"0,5",0,0,5,"0,4",0,0,4,"1,2",0.50,1,2,0,0,0,0,"1,2",0,"2,6",0,0,0,0,0,0,0,0,0,6,0,,Clark,CLARK UN,1134-2286,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Connor Schmautz,Connor,Schmautz,,145,Connor Schmautz,0,0CLARK UN,5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,1,0,0,0,1,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2162,False,10,1,1,1,1,1,0,0,0,0,10.1,7,7,4,3,1,0,3,6.10,37,43,0,1,0,1,0,0,0,0,.270,13,12,0,"3,9","1,4","3,7",0,"0,2",,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Isaac Hainer,Isaac,Hainer,,145,Isaac Hainer,0,0CLARK UN,6,1,,,5,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.333,1,6,1,1.000,.200,.200,7,0,0,0,0,1,0,0,0,7,1.000,1,1.000,,0,0,0,2,"0,1",0,0,1,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,"0,1","0,1","1,3",0,0,0,0,"0,1",0,0,1,0,0,0,,Clark,CLARK UN,1134-2034,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,Matthew Maloney,Matthew,Maloney,,145,Matthew Maloney,0,0CLARK UN,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Clark,CLARK UN,1134-2036,False,1,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0.00,4,6,0,1,0,0,0,0,0,0,.250,1,1,0,"1,1","1,4",0,0,"0,1",,
