conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,composite_score,rank,rating,global_rank
lec,Little East Conference (LEC),2025-26,mlax,Keene State,Rex Maccarini,,,,18,18,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,50.0,7.0,1082:00,41.0,0.0,1.0,,,,,,,,,,,,,,,70.0,123.0,0.0,79.0,41.0,38.0,0.569,11.620220084327777,1,99,57
lec,Little East Conference (LEC),2025-26,mlax,Western Connecticut,Julian Duque,,,,20,19,0.0,0.0,0.0,0.0,1.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,3.0,1141:00,81.0,0.0,1.0,,,,,,,,,,,,,,,104.0,133.0,0.0,78.0,20.0,58.0,0.782,11.567428217636369,2,96,48
lec,Little East Conference (LEC),2025-26,mlax,Mass. Maritime,Quinn Mucha,,,,14,14,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,11.0,840:00,0.0,0.0,1.0,,,,,,,,,,,,,,,64.0,97.0,0.0,62.0,23.0,39.0,0.66,9.607731100633245,3,95,107
lec,Little East Conference (LEC),2025-26,mlax,UMass Boston,Matt Hutchings,,,,19,17,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,29.0,4.0,1019:00,110.0,0.0,1.0,,,,,,,,,,,,,,,92.0,140.0,0.0,66.0,16.0,50.0,0.657,9.051639886618425,4,94,124
lec,Little East Conference (LEC),2025-26,mlax,Mass. Maritime,Daniel Kane,,,,16,16,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,38.0,6.0,960:00,0.0,0.0,1.0,,,,,,,,,,,,,,,71.0,102.0,0.0,61.0,31.0,30.0,0.696,8.886245105822002,5,93,132
lec,Little East Conference (LEC),2025-26,mlax,Salem State,Grady Smith,,,,16,0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,20.0,26.0,0.0,26.0,9.0,171:00,81.0,32.0,1.0,,,,,,,,,,,,,,,72.0,110.0,0.0,60.0,23.0,37.0,0.655,8.85631426694851,6,93,129
lec,Little East Conference (LEC),2025-26,mlax,Mass. Maritime,James Sullivan,,,,16,15,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,35.0,12.0,900:00,0.0,0.0,1.0,,,,,,,,,,,,,,,60.0,107.0,0.0,59.0,24.0,35.0,0.561,8.51200796247276,7,92,149
lec,Little East Conference (LEC),2025-26,mlax,Western Connecticut,Tyler Starrett,,,,20,11,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,25.0,7.0,656:00,19.0,0.0,1.0,,,,,,,,,,,,,,,96.0,156.0,0.0,58.0,9.0,49.0,0.615,7.798587466938938,8,91,185
lec,Little East Conference (LEC),2025-26,mlax,Salem State,Fisher Gadbois,,,,16,16,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0,7.0,947:00,41.0,0.0,1.0,,,,,,,,,,,,,,,67.0,85.0,0.0,57.0,14.0,43.0,0.788,7.683024426361109,9,91,196
lec,Little East Conference (LEC),2025-26,mlax,Western Connecticut,Liam Ford,,,,19,0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,17.0,1.0,00:00,0.0,0.0,1.0,,,,,,,,,,,,,,,73.0,125.0,0.0,54.0,15.0,39.0,0.584,7.361683038077751,10,90,215
lec,Little East Conference (LEC),2025-26,mlax,VTSU Castleton,Cam Frankenhoff,,,,15,8,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,25.0,5.0,474:00,32.0,0.0,1.0,,,,,,,,,,,,,,,82.0,131.0,0.0,53.0,12.0,41.0,0.626,7.170352809320364,11,90,227
