conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,composite_score,rank,rating,global_rank
aec,Atlantic East Conference (AEC),2025-26,mlax,Immaculata,David Azzarano,,,,20,20,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,53.0,0.0,33.0,20.0,1126:00,310.0,0.0,1.0,,,,,,,,,,,,,,,95.0,151.0,0.0,97.0,52.0,45.0,0.629,12.543323464080071,1,99,5
aec,Atlantic East Conference (AEC),2025-26,mlax,Marymount (VA),Bryan Maguire,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,33.0,8.0,1006:00,190.0,0.0,1.0,,,,,,,,,,,,,,,73.0,100.0,0.0,90.0,49.0,41.0,0.73,10.471617139276375,2,95,22
aec,Atlantic East Conference (AEC),2025-26,mlax,Neumann,Brendan Boschi,,,,13,13,0.0,0.0,0.0,0.0,0.0,2.0,32.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,38.0,4.0,761:00,19.0,0.0,1.0,,,,,,,,,,,,,,,81.0,127.0,0.0,80.0,34.0,46.0,0.638,8.632926260436221,3,93,54
aec,Atlantic East Conference (AEC),2025-26,mlax,Immaculata,Bailey Manion,,,,20,20,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,26.0,11.0,1126:00,310.0,1.0,1.0,,,,,,,,,,,,,,,101.0,151.0,0.0,73.0,20.0,53.0,0.669,8.246368985082322,4,91,71
aec,Atlantic East Conference (AEC),2025-26,mlax,Marywood,John Scibello,,,,18,18,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,31.0,13.0,1084:00,44.0,0.0,1.0,,,,,,,,,,,,,,,79.0,157.0,0.0,55.0,23.0,32.0,0.503,6.351367176001065,5,90,146
aec,Atlantic East Conference (AEC),2025-26,mlax,Marymount (VA),Gavin Taylorson,,,,17,17,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,30.0,3.0,1006:00,190.0,0.0,1.0,,,,,,,,,,,,,,,74.0,118.0,0.0,60.0,24.0,36.0,0.627,6.056961808937764,6,89,162
aec,Atlantic East Conference (AEC),2025-26,mlax,Gwynedd Mercy Univ.,Josh Devine,,,,16,15,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,52.0,0.0,26.0,14.0,899:00,27.0,0.0,1.0,,,,,,,,,,,,,,,73.0,174.0,0.0,51.0,19.0,32.0,0.42,5.9158108804041944,7,88,183
aec,Atlantic East Conference (AEC),2025-26,mlax,Immaculata,Connor Teears,,,,19,19,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,11.0,7.0,1066:00,310.0,0.0,1.0,,,,,,,,,,,,,,,60.0,86.0,0.0,46.0,17.0,29.0,0.698,5.358068499254791,8,87,223
aec,Atlantic East Conference (AEC),2025-26,mlax,Neumann,Connor Hurley,,,,17,16,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,40.0,4.0,941:00,19.0,0.0,1.0,,,,,,,,,,,,,,,98.0,165.0,0.0,57.0,14.0,43.0,0.594,5.208582777212113,9,87,234
aec,Atlantic East Conference (AEC),2025-26,mlax,Gwynedd Mercy Univ.,Gunnar Seaman,,,,14,13,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,34.0,0.0,27.0,7.0,779:00,27.0,0.0,1.0,,,,,,,,,,,,,,,69.0,118.0,0.0,49.0,13.0,36.0,0.585,4.893116074285616,10,86,266
aec,Atlantic East Conference (AEC),2025-26,mlax,Immaculata,Joseph Biuso,,,,20,19,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,25.0,8.0,1066:00,310.0,0.0,1.0,,,,,,,,,,,,,,,71.0,116.0,0.0,48.0,13.0,35.0,0.612,4.774221307294577,11,85,285
aec,Atlantic East Conference (AEC),2025-26,mlax,Gwynedd Mercy Univ.,Ian Kish,,,,15,14,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,1.0,5.0,30.0,0.0,32.0,10.0,839:00,11.0,6.0,1.0,,,,,,,,,,,,,,,72.0,122.0,0.0,47.0,14.0,33.0,0.59,4.567138814695188,12,84,303
aec,Atlantic East Conference (AEC),2025-26,mlax,Marymount (VA),Ian Fructuoso,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,29.0,4.0,1006:00,190.0,0.0,1.0,,,,,,,,,,,,,,,68.0,122.0,0.0,47.0,9.0,38.0,0.557,4.415967235990915,13,84,316
aec,Atlantic East Conference (AEC),2025-26,mlax,Neumann,Gannon McKee,,,,17,16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,32.0,2.0,940:00,12.0,0.0,1.0,,,,,,,,,,,,,,,49.0,72.0,0.0,45.0,19.0,26.0,0.681,4.116617907012082,14,83,339
